Player,Season_End_Year,Squad,Comp,Min,Pred,Pred_scaled,Nation,Pos,Age,overall,UrlFBref
Francisco Sierralta,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,72,NA
Oghenekaro Etebo,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,72,NA
Ozan Tufan,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,76,NA
Samuel Kalu,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,74,NA
Nicolas Nkoulou,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,76,NA
Dan Gosling,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,72,NA
Ashley Fletcher,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,69,NA
Troy Deeney,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,74,NA
Vincent Angelini,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Kwadwo Baah,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Adrian Blake,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Kamil Conteh,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Tiago Çukur,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Rob Elliot,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Shaqai Forde,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Jack Grieves,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
James Morris,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Teemu Pukki,2022,Norwich City,Premier League,3253,77.24765917,-0.404428904,FIN,FW,31,76,https://fbref.com/en/players/0745b37d/Teemu-Pukki
Grant Hanley,2022,Norwich City,Premier League,2897,79.12283578,0.299035064,SCO,DF,29,75,https://fbref.com/en/players/e9254eec/Grant-Hanley
Max Aarons,2022,Norwich City,Premier League,2881,76.9804713,-0.504663215,ENG,DF,21,75,https://fbref.com/en/players/774cf58b/Max-Aarons
Kenny McLean,2022,Norwich City,Premier League,2706,73.8040399,-1.696286996,SCO,MF,29,73,https://fbref.com/en/players/471f16b3/Kenny-McLean
Tim Krul,2022,Norwich City,Premier League,2610,80.16679804,0.690672754,NED,GK,33,77,https://fbref.com/en/players/f23f9d20/Tim-Krul
Ben Gibson,2022,Norwich City,Premier League,2494,77.04290318,-0.48124218,ENG,DF,28,72,https://fbref.com/en/players/bcfb0142/Ben-Gibson
Pierre Lees-Melou,2022,Norwich City,Premier League,2265,75.75590836,-0.96405243,FRA,MF,28,76,https://fbref.com/en/players/f5044e54/Pierre-Lees-Melou
Milot Rashica,2022,Norwich City,Premier League,2229,73.9443797,-1.643639157,KVX,"FW,MF",25,77,https://fbref.com/en/players/6c6a3300/Milot-Rashica
Billy Gilmour,2022,Norwich City,Premier League,1855,77.52131933,-0.301766538,SCO,MF,20,72,https://fbref.com/en/players/df10e27c/Billy-Gilmour
Mathias Normann,2022,Norwich City,Premier League,1645,75.85436429,-0.927117136,NOR,MF,25,76,https://fbref.com/en/players/8996350d/Mathias-Normann
Josh Sargent,2022,Norwich City,Premier League,1572,72.50732969,-2.182741925,USA,"FW,MF",21,71,https://fbref.com/en/players/a8d4428b/Josh-Sargent
Dimitris Giannoulis,2022,Norwich City,Premier League,1169,75.62243124,-1.014125764,GRE,DF,25,74,https://fbref.com/en/players/112c495e/Dimitris-Giannoulis
Sam Byram,2022,Norwich City,Premier League,1027,74.37945828,-1.480421411,ENG,DF,27,73,https://fbref.com/en/players/1bf811d4/Sam-Byram
Ozan Kabak,2022,Norwich City,Premier League,922,76.25021013,-0.778617368,TUR,DF,21,76,https://fbref.com/en/players/2d61d13a/Ozan-Kabak
Kieran Dowell,2022,Norwich City,Premier League,912,72.94447444,-2.018749065,ENG,"FW,MF",23,71,https://fbref.com/en/players/2f6ec02a/Kieran-Dowell
Angus Gunn,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,72,NA
Lukas Rupp,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,73,NA
Adam Idah,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,67,NA
Jakob Sørensen,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,70,NA
Przemysław Płacheta,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,69,NA
Todd Cantwell,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,75,NA
Andrew Omobamidele,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,67,NA
Christos Tzolis,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,74,NA
Christoph Zimmermann,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,71,NA
Tony Springett,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,62,NA
Jon Rowe,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,58,NA
Bali Mumba,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,65,NA
Thomas Dickson-Peters,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Liam Gibbs,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Abu Kamara,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Jon McCracken,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Michael McGovern,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
Jonathan Tomkinson,NA,NA,NA,NA,78.32571811,8.00E-14,NA,NA,NA,NA,NA
