Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,overall,UrlFBref
2022,Manchester Utd,Premier League,Mason Greenwood,ENG,"FW,MF",19,78,https://fbref.com/en/players/58eee997/Mason-Greenwood
2022,Manchester Utd,Premier League,Diogo Dalot,POR,DF,22,76,https://fbref.com/en/players/d9565625/Diogo-Dalot
2022,Manchester Utd,Premier League,Anthony Elanga,SWE,FW,19,65,https://fbref.com/en/players/2fba6108/Anthony-Elanga
2022,Newcastle Utd,Premier League,Martin Dúbravka,SVK,GK,32,81,https://fbref.com/en/players/3a949a25/Martin-Dubravka
2022,Newcastle Utd,Premier League,Bruno Guimarães,BRA,MF,23,79,https://fbref.com/en/players/82518f62/Bruno-Guimaraes
2022,Newcastle Utd,Premier League,Allan Saint-Maximin,FRA,"FW,MF",24,79,https://fbref.com/en/players/2b16cb1a/Allan-Saint-Maximin
2022,Newcastle Utd,Premier League,Callum Wilson,ENG,FW,29,79,https://fbref.com/en/players/c596fcb0/Callum-Wilson
2022,Newcastle Utd,Premier League,Chris Wood,NZL,FW,29,79,https://fbref.com/en/players/4e9a0555/Chris-Wood
2022,Newcastle Utd,Premier League,Miguel Almirón,PAR,"MF,FW",27,77,https://fbref.com/en/players/862a1c15/Miguel-Almiron
2022,Newcastle Utd,Premier League,Jamaal Lascelles,ENG,DF,27,77,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles
2022,Newcastle Utd,Premier League,Matt Targett,ENG,DF,25,77,https://fbref.com/en/players/e514ab62/Matt-Targett
2022,Newcastle Utd,Premier League,Isaac Hayden,ENG,"MF,DF",26,76,https://fbref.com/en/players/c951a6df/Isaac-Hayden
2022,Newcastle Utd,Premier League,Fabian Schär,SUI,DF,29,76,https://fbref.com/en/players/c8aa95da/Fabian-Schar
2022,Newcastle Utd,Premier League,Dan Burn,ENG,DF,29,75,https://fbref.com/en/players/b2d31e83/Dan-Burn
2022,Newcastle Utd,Premier League,Ciaran Clark,IRL,DF,31,75,https://fbref.com/en/players/2b91cf8e/Ciaran-Clark
2022,Newcastle Utd,Premier League,Ryan Fraser,SCO,"FW,MF",27,75,https://fbref.com/en/players/d56543a0/Ryan-Fraser
2022,Newcastle Utd,Premier League,Jonjo Shelvey,ENG,MF,29,75,https://fbref.com/en/players/3727dd3c/Jonjo-Shelvey
2022,Newcastle Utd,Premier League,Joe Willock,ENG,MF,21,75,https://fbref.com/en/players/a3b03921/Joe-Willock
2022,Newcastle Utd,Premier League,Joelinton,BRA,"MF,FW",24,74,https://fbref.com/en/players/c17bfb65/Joelinton
2022,Newcastle Utd,Premier League,Javier Manquillo,ESP,DF,27,74,https://fbref.com/en/players/758dd7f0/Javier-Manquillo
2022,Newcastle Utd,Premier League,Matt Ritchie,SCO,DF,31,74,https://fbref.com/en/players/71ef519e/Matt-Ritchie
2022,Newcastle Utd,Premier League,Emil Krafth,SWE,DF,26,73,https://fbref.com/en/players/77cf6852/Emil-Krafth
2022,Newcastle Utd,Premier League,Sean Longstaff,ENG,MF,23,72,https://fbref.com/en/players/a2b105e0/Sean-Longstaff
2022,Newcastle Utd,Premier League,Jacob Murphy,ENG,"FW,DF",26,72,https://fbref.com/en/players/de112b84/Jacob-Murphy
2022,Norwich City,Premier League,Tim Krul,NED,GK,33,77,https://fbref.com/en/players/f23f9d20/Tim-Krul
2022,Norwich City,Premier League,Milot Rashica,KVX,"FW,MF",25,77,https://fbref.com/en/players/6c6a3300/Milot-Rashica
2022,Norwich City,Premier League,Ozan Kabak,TUR,DF,21,76,https://fbref.com/en/players/2d61d13a/Ozan-Kabak
2022,Norwich City,Premier League,Pierre Lees-Melou,FRA,MF,28,76,https://fbref.com/en/players/f5044e54/Pierre-Lees-Melou
2022,Norwich City,Premier League,Mathias Normann,NOR,MF,25,76,https://fbref.com/en/players/8996350d/Mathias-Normann
2022,Norwich City,Premier League,Teemu Pukki,FIN,FW,31,76,https://fbref.com/en/players/0745b37d/Teemu-Pukki
2022,Norwich City,Premier League,Max Aarons,ENG,DF,21,75,https://fbref.com/en/players/774cf58b/Max-Aarons
2022,Norwich City,Premier League,Grant Hanley,SCO,DF,29,75,https://fbref.com/en/players/e9254eec/Grant-Hanley
2022,Norwich City,Premier League,Brandon Williams,ENG,DF,20,75,https://fbref.com/en/players/5e74d6c8/Brandon-Williams
2022,Norwich City,Premier League,Dimitris Giannoulis,GRE,DF,25,74,https://fbref.com/en/players/112c495e/Dimitris-Giannoulis
2022,Norwich City,Premier League,Sam Byram,ENG,DF,27,73,https://fbref.com/en/players/1bf811d4/Sam-Byram
2022,Norwich City,Premier League,Kenny McLean,SCO,MF,29,73,https://fbref.com/en/players/471f16b3/Kenny-McLean
2022,Norwich City,Premier League,Ben Gibson,ENG,DF,28,72,https://fbref.com/en/players/bcfb0142/Ben-Gibson
2022,Norwich City,Premier League,Billy Gilmour,SCO,MF,20,72,https://fbref.com/en/players/df10e27c/Billy-Gilmour
2022,Norwich City,Premier League,Kieran Dowell,ENG,"FW,MF",23,71,https://fbref.com/en/players/2f6ec02a/Kieran-Dowell
2022,Norwich City,Premier League,Josh Sargent,USA,"FW,MF",21,71,https://fbref.com/en/players/a8d4428b/Josh-Sargent
2022,Southampton,Premier League,James Ward-Prowse,ENG,MF,26,81,https://fbref.com/en/players/3515d404/James-Ward-Prowse
2022,Southampton,Premier League,Oriol Romeu,ESP,MF,29,78,https://fbref.com/en/players/4b511457/Oriol-Romeu
2022,Southampton,Premier League,Stuart Armstrong,SCO,MF,29,77,https://fbref.com/en/players/97333cf5/Stuart-Armstrong
2022,Southampton,Premier League,Romain Perraud,FRA,DF,23,77,https://fbref.com/en/players/6dfd8f05/Romain-Perraud
2022,Southampton,Premier League,Kyle Walker-Peters,ENG,DF,24,77,https://fbref.com/en/players/984a5a64/Kyle-Walker-Peters
2022,Southampton,Premier League,Che Adams,SCO,FW,25,76,https://fbref.com/en/players/f2bf1b0f/Che-Adams
2022,Southampton,Premier League,Adam Armstrong,ENG,FW,24,76,https://fbref.com/en/players/68c720b5/Adam-Armstrong
2022,Southampton,Premier League,Jan Bednarek,POL,DF,25,76,https://fbref.com/en/players/4115ce4e/Jan-Bednarek
2022,Southampton,Premier League,Nathan Redmond,ENG,"MF,FW",27,76,https://fbref.com/en/players/ab651565/Nathan-Redmond
2022,Southampton,Premier League,Mohammed Salisu,GHA,DF,22,76,https://fbref.com/en/players/0b33f6ad/Mohammed-Salisu
2022,Southampton,Premier League,Mohamed Elyounoussi,NOR,"MF,FW",26,75,https://fbref.com/en/players/68dc0dac/Mohamed-Elyounoussi
2022,Southampton,Premier League,Fraser Forster,ENG,GK,33,75,https://fbref.com/en/players/c3e39f12/Fraser-Forster
2022,Southampton,Premier League,Alex McCarthy,ENG,GK,31,75,https://fbref.com/en/players/36c2ca73/Alex-McCarthy
2022,Southampton,Premier League,Ibrahima Diallo,FRA,MF,22,73,https://fbref.com/en/players/11ff3d56/Ibrahima-Diallo
2022,Southampton,Premier League,Lyanco,BRA,DF,24,72,https://fbref.com/en/players/b5bf1770/Lyanco
2022,Southampton,Premier League,Armando Broja,ALB,FW,19,70,https://fbref.com/en/players/97220da2/Armando-Broja
2022,Southampton,Premier League,Valentino Livramento,ENG,DF,18,62,https://fbref.com/en/players/afed6722/Valentino-Livramento
2022,Tottenham,Premier League,Harry Kane,ENG,FW,28,90,https://fbref.com/en/players/21a66f6a/Harry-Kane
2022,Tottenham,Premier League,Son Heung-min,KOR,"FW,MF",29,89,https://fbref.com/en/players/92e7e919/Son-Heung-min
2022,Tottenham,Premier League,Hugo Lloris,FRA,GK,34,87,https://fbref.com/en/players/8f62b6ee/Hugo-Lloris
2022,Tottenham,Premier League,Pierre Højbjerg,DEN,MF,25,83,https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg
2022,Tottenham,Premier League,Cristian Romero,ARG,DF,23,82,https://fbref.com/en/players/a3d94a58/Cristian-Romero
2022,Tottenham,Premier League,Dejan Kulusevski,SWE,"MF,FW",21,81,https://fbref.com/en/players/df3cda47/Dejan-Kulusevski
2022,Tottenham,Premier League,Lucas Moura,BRA,"FW,MF",28,81,https://fbref.com/en/players/2b622f01/Lucas-Moura
2022,Tottenham,Premier League,Sergio Reguilón,ESP,DF,24,81,https://fbref.com/en/players/3353737a/Sergio-Reguilon
2022,Tottenham,Premier League,Eric Dier,ENG,DF,27,79,https://fbref.com/en/players/ac861941/Eric-Dier
2022,Tottenham,Premier League,Emerson,BRA,DF,22,79,https://fbref.com/en/players/df8b52a5/Emerson
2022,Tottenham,Premier League,Davinson Sánchez,COL,DF,25,79,https://fbref.com/en/players/da7b447d/Davinson-Sanchez
2022,Tottenham,Premier League,Rodrigo Bentancur,URU,MF,24,78,https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur
2022,Tottenham,Premier League,Harry Winks,ENG,MF,25,77,https://fbref.com/en/players/2f7acede/Harry-Winks
2022,Tottenham,Premier League,Ryan Sessegnon,ENG,DF,21,75,https://fbref.com/en/players/6aa3e78b/Ryan-Sessegnon
2022,Tottenham,Premier League,Oliver Skipp,ENG,MF,20,75,https://fbref.com/en/players/6250083a/Oliver-Skipp
2022,Tottenham,Premier League,Ben Davies,WAL,DF,28,73,https://fbref.com/en/players/44781702/Ben-Davies
2022,Watford,Premier League,Ben Foster,ENG,GK,38,78,https://fbref.com/en/players/d0b3ceb9/Ben-Foster
2022,Watford,Premier League,Ismaila Sarr,SEN,"FW,MF",23,78,https://fbref.com/en/players/bfdb33aa/Ismaila-Sarr
2022,Watford,Premier League,Moussa Sissoko,FRA,MF,31,78,https://fbref.com/en/players/2acd49b9/Moussa-Sissoko
2022,Watford,Premier League,Hassane Kamara,CIV,DF,27,77,https://fbref.com/en/players/19a12bed/Hassane-Kamara
2022,Watford,Premier League,Juraj Kucka,SVK,MF,34,77,https://fbref.com/en/players/5aaef9ef/Juraj-Kucka
2022,Watford,Premier League,Cucho,COL,"FW,MF",22,75,https://fbref.com/en/players/71b47ab9/Cucho
2022,Watford,Premier League,Kiko Femenía,ESP,DF,30,75,https://fbref.com/en/players/e5d01ecf/Kiko-Femenia
2022,Watford,Premier League,Christian Kabasele,BEL,DF,30,75,https://fbref.com/en/players/914ab9a1/Christian-Kabasele
2022,Watford,Premier League,Joshua King,NOR,FW,29,75,https://fbref.com/en/players/43458538/Joshua-King
2022,Watford,Premier League,Imran Louza,MAR,MF,22,75,https://fbref.com/en/players/e1df6989/Imran-Louza
2022,Watford,Premier League,Tom Cleverley,ENG,MF,31,74,https://fbref.com/en/players/6cdd8245/Tom-Cleverley
2022,Watford,Premier League,Emmanuel Dennis,NGA,"FW,MF",23,74,https://fbref.com/en/players/2c44a35d/Emmanuel-Dennis
2022,Watford,Premier League,Adam Masina,MAR,DF,27,74,https://fbref.com/en/players/de0f152c/Adam-Masina
2022,Watford,Premier League,Samir Santos,BRA,DF,26,73,https://fbref.com/en/players/92b4758e/Samir-Santos
2022,Watford,Premier League,William Troost-Ekong,NGA,DF,27,73,https://fbref.com/en/players/7ed4921e/William-Troost-Ekong
2022,Watford,Premier League,Craig Cathcart,NIR,DF,32,72,https://fbref.com/en/players/89e4b358/Craig-Cathcart
2022,Watford,Premier League,João Pedro,BRA,"FW,MF",19,71,https://fbref.com/en/players/e8832875/Joao-Pedro
2022,Watford,Premier League,Daniel Bachmann,AUT,GK,27,70,https://fbref.com/en/players/1c0eea98/Daniel-Bachmann
2022,Watford,Premier League,Jeremy Ngakia,ENG,DF,20,69,https://fbref.com/en/players/3631ad41/Jeremy-Ngakia
2022,West Ham,Premier League,Łukasz Fabiański,POL,GK,36,82,https://fbref.com/en/players/9328b835/Lukasz-Fabianski
2022,West Ham,Premier League,Declan Rice,ENG,MF,22,82,https://fbref.com/en/players/1c7012b8/Declan-Rice
2022,West Ham,Premier League,Tomáš Souček,CZE,MF,26,82,https://fbref.com/en/players/6613c819/Tomas-Soucek
2022,West Ham,Premier League,Kurt Zouma,FRA,DF,26,81,https://fbref.com/en/players/ce4246f5/Kurt-Zouma
2022,West Ham,Premier League,Vladimír Coufal,CZE,DF,28,80,https://fbref.com/en/players/fdf3cb77/Vladimir-Coufal
2022,West Ham,Premier League,Angelo Ogbonna,ITA,DF,33,80,https://fbref.com/en/players/74b2cd7e/Angelo-Ogbonna
2022,West Ham,Premier League,Michail Antonio,JAM,FW,31,79,https://fbref.com/en/players/ac05f970/Michail-Antonio
2022,West Ham,Premier League,Aaron Cresswell,ENG,DF,31,79,https://fbref.com/en/players/4f974391/Aaron-Cresswell
2022,West Ham,Premier League,Pablo Fornals,ESP,"FW,MF",25,79,https://fbref.com/en/players/82927de4/Pablo-Fornals
2022,West Ham,Premier League,Jarrod Bowen,ENG,FW,24,78,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen
2022,West Ham,Premier League,Saïd Benrahma,ALG,"FW,MF",25,77,https://fbref.com/en/players/5a04fd92/Said-Benrahma
2022,West Ham,Premier League,Craig Dawson,ENG,DF,31,77,https://fbref.com/en/players/3e9e06cb/Craig-Dawson
2022,West Ham,Premier League,Issa Diop,FRA,DF,24,77,https://fbref.com/en/players/a712ca2b/Issa-Diop
2022,West Ham,Premier League,Manuel Lanzini,ARG,"MF,FW",28,77,https://fbref.com/en/players/26f6dca8/Manuel-Lanzini
2022,West Ham,Premier League,Ben Johnson,ENG,DF,21,68,https://fbref.com/en/players/9319781b/Ben-Johnson
2022,Wolves,Premier League,Raúl Jiménez,MEX,FW,30,83,https://fbref.com/en/players/b561db50/Raul-Jimenez
2022,Wolves,Premier League,Rúben Neves,POR,MF,24,82,https://fbref.com/en/players/44bfb6c5/Ruben-Neves
2022,Wolves,Premier League,Jonny Castro,ESP,DF,27,80,https://fbref.com/en/players/e28868f3/Jonny-Castro
2022,Wolves,Premier League,João Moutinho,POR,MF,34,80,https://fbref.com/en/players/f5a00fa4/Joao-Moutinho
2022,Wolves,Premier League,Nélson Semedo,POR,DF,27,80,https://fbref.com/en/players/d04b94db/Nelson-Semedo
2022,Wolves,Premier League,Willy Boly,CIV,DF,30,79,https://fbref.com/en/players/a4ac4b8f/Willy-Boly
2022,Wolves,Premier League,Conor Coady,ENG,DF,28,79,https://fbref.com/en/players/2928dca2/Conor-Coady
2022,Wolves,Premier League,José Sá,POR,GK,28,79,https://fbref.com/en/players/903b6e8b/Jose-Sa
2022,Wolves,Premier League,Daniel Podence,POR,"FW,MF",25,78,https://fbref.com/en/players/7fcc71d8/Daniel-Podence
2022,Wolves,Premier League,Romain Saïss,MAR,DF,31,78,https://fbref.com/en/players/9fbbcf39/Romain-Saiss
2022,Wolves,Premier League,Leander Dendoncker,BEL,MF,26,77,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker
2022,Wolves,Premier League,Francisco Trincão,POR,"FW,MF",21,76,https://fbref.com/en/players/77e39b04/Francisco-Trincao
2022,Wolves,Premier League,Hwang Hee-chan,KOR,"FW,MF",25,75,https://fbref.com/en/players/169fd162/Hwang-Hee-chan
2022,Wolves,Premier League,Fernando Marçal,BRA,DF,32,75,https://fbref.com/en/players/9ae9eaea/Fernando-Marcal
2022,Wolves,Premier League,Rayan Aït Nouri,FRA,DF,20,73,https://fbref.com/en/players/9b398aea/Rayan-Ait-Nouri
2022,Wolves,Premier League,Max Kilman,ENG,DF,24,70,https://fbref.com/en/players/d0f72bf1/Max-Kilman
2022,Wolves,Premier League,Adama Traoré,ESP,FW,25,66,https://fbref.com/en/players/9a28eba4/Adama-Traore
