Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,UrlFBref,PlayerFBref,UrlTmarkt,TmPos,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,xA,A_minus_xA,KP,Final_Third,PPA,CrsPA,Prog,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial
2022,Liverpool,Premier League,Alex Oxlade-Chamberlain,ENG,"MF,FW",27,1993,17,9,785,8.7,2,1,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,1.2,1.2,0.9,2.1,0.14,0.11,0.24,0.14,0.24,https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain,Alex Oxlade-Chamberlain,https://www.transfermarkt.com/alex-oxlade-chamberlain/profil/spieler/143424,Central Midfield,8.7,2,21,3,14.3,2.41,0.34,0.1,0.67,20.3,0,0,0,0.06,0.8,0.8,https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain,318,403,78.9,6344,1474,125,149,83.9,130,152,85.5,55,80,68.8,0.9,0.1,9,40,16,3,45,403,393,10,3,0,63,9,22,2,1,1,0,295,43,65,35,349,12,1,3,318,1,6,8,18,21,2.41,17,0,2,0,1,1,1,0.11,1,0,0,0,0,0,17,14,3,7,7,5,13,38.5,8,172,63,36.6,26,76,70,11,3,0,8,8,25,7,0,503,6,50,259,245,33,493,10,15,66.7,13,0,366,2088,1234,65,33,5,9,18,465,371,79.8,54,17,785,46,23,8.7,9,64,0,8,26,12,2.41,15,7,8,0.92,-1.13,19,7.9,11.1,1.28,-0.22,0,12,7,2,22,14,0,0,0,65,5,12,29.4
2022,Liverpool,Premier League,Andrew Robertson,SCO,DF,27,1994,29,29,2537,28.2,3,10,3,0,0,5,1,0.11,0.35,0.46,0.11,0.46,1.9,1.9,5.2,7,0.07,0.18,0.25,0.07,0.25,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,Andrew Robertson,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,Left-Back,28.2,3,18,8,44.4,0.64,0.28,0.17,0.38,17.2,0,0,0,0.1,1.1,1.1,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,1859,2294,81,33724,11980,846,923,91.7,821,955,86,183,356,51.4,5.2,4.8,55,139,49,14,198,2294,1942,352,52,2,165,69,89,80,8,67,0,1525,359,410,1843,136,68,220,3,1859,7,24,58,66,95,3.37,64,22,3,1,3,2,16,0.57,13,2,1,0,0,0,33,17,14,14,5,14,34,41.2,20,284,86,30.3,85,115,84,43,4,1,39,49,82,58,0,2536,83,548,1237,905,93,2188,16,32,50,19,2,1613,7311,4585,205,70,10,17,19,1871,1719,91.9,115,29,2537,87,74.2,28.2,29,87,25,0,NA,4,2.41,71,20,51,1.81,0.08,65.3,26.8,38.5,1.37,-0.31,0,21,11,4,89,17,0,0,0,248,33,13,71.7
2022,Liverpool,Premier League,Mohamed Salah,EGY,FW,29,1992,35,30,2762,30.7,23,13,18,5,6,1,0,0.75,0.42,1.17,0.59,1.01,21.8,17,10.4,27.4,0.71,0.34,1.05,0.55,0.89,https://fbref.com/en/players/e342ad68/Mohamed-Salah,Mohamed Salah,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,Right Winger,30.7,23,134,49,36.6,4.37,1.6,0.13,0.37,15.5,1,5,6,0.13,1.2,1,https://fbref.com/en/players/e342ad68/Mohamed-Salah,869,1118,77.7,12439,3620,550,633,86.9,256,332,77.1,39,74,52.7,10.4,2.6,61,35,61,8,123,1118,1108,10,0,16,199,14,51,1,1,0,0,862,139,117,908,161,24,6,11,869,6,16,59,50,133,4.33,93,0,21,15,3,1,25,0.81,17,0,5,2,1,0,17,7,5,7,5,4,21,19,17,448,127,28.3,67,127,254,13,1,0,12,15,32,4,0,1583,6,70,496,1110,333,1568,57,136,41.9,70,2,1231,5374,3288,213,39,71,79,84,1976,1310,66.3,367,35,2762,79,80.8,30.7,30,87,25,5,28,0,2.37,77,22,55,1.79,0.01,74.7,28.4,46.3,1.51,0.31,0,13,30,12,51,7,2,0,0,176,13,46,22
2022,Liverpool,Premier League,Kostas Tsimikas,GRE,DF,25,1996,13,9,877,9.7,0,2,0,0,0,3,0,0,0.21,0.21,0,0.21,0.5,0.5,2.6,3.1,0.06,0.26,0.32,0.06,0.32,https://fbref.com/en/players/f315ca93/Kostas-Tsimikas,Kostas Tsimikas,https://www.transfermarkt.com/konstantinos-tsimikas/profil/spieler/338070,Left-Back,9.7,0,8,2,25,0.82,0.21,0,0,17.1,0,0,0,0.07,-0.5,-0.5,https://fbref.com/en/players/f315ca93/Kostas-Tsimikas,512,698,73.4,9298,3200,226,253,89.3,224,278,80.6,57,131,43.5,2.6,-0.6,26,25,14,9,45,698,565,133,12,0,65,35,57,44,7,32,3,392,137,169,483,113,20,77,0,512,1,5,27,33,37,3.8,24,13,0,0,0,0,3,0.31,2,1,0,0,0,0,20,10,9,6,5,6,16,37.5,10,137,47,34.3,53,45,39,15,2,0,13,14,34,22,0,798,36,180,317,365,34,667,9,15,60,9,2,499,2915,1713,99,39,7,4,10,530,487,91.9,57,13,877,67,25.6,9.7,9,90,8,4,17,23,2.15,23,6,17,1.74,-0.06,24,7.2,16.8,1.72,0.37,0,22,8,0,57,10,0,0,0,93,10,11,47.6
2022,Liverpool,Premier League,Neco Williams,WAL,DF,20,2001,1,0,8,0.1,0,1,0,0,0,0,0,0,11.25,11.25,0,11.25,0,0,0.6,0.6,0,6.5,6.5,0,6.5,https://fbref.com/en/players/dd323728/Neco-Williams,Neco Williams,https://www.transfermarkt.com/neco-williams/profil/spieler/503680,Right-Back,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,https://fbref.com/en/players/dd323728/Neco-Williams,8,8,100,153,32,1,1,100,5,5,100,1,1,100,0.6,0.4,1,0,0,0,0,8,7,1,0,0,2,0,1,0,0,0,0,6,2,0,0,7,0,1,0,8,0,0,0,0,2,22.5,1,0,1,0,0,0,2,22.5,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,2,2,4,1,7,2,2,100,2,0,8,34,22,2,0,1,0,0,7,7,100,2,1,8,8,0.2,0.1,0,NA,0,1,8,12,3,1,0,1,11.25,9.48,0.6,0.4,0.2,2.52,1.07,0,0,0,0,1,0,0,0,0,0,0,2,0
2022,Manchester City,Premier League,Nathan Aké,NED,DF,26,1995,14,10,923,10.3,2,0,2,0,0,0,0,0.2,0,0.2,0.2,0.2,1.1,1.1,0.5,1.6,0.11,0.05,0.16,0.11,0.16,https://fbref.com/en/players/eaeca114/Nathan-Ake,Nathan Aké,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,Centre-Back,10.3,2,5,2,40,0.49,0.2,0.4,1,5.8,0,0,0,0.23,0.9,0.9,https://fbref.com/en/players/eaeca114/Nathan-Ake,780,855,91.2,14444,4178,331,351,94.3,364,395,92.2,80,98,81.6,0.5,-0.5,2,53,3,0,31,855,813,42,16,0,71,5,0,0,0,0,0,716,67,72,621,155,28,26,2,780,0,10,7,8,3,0.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,6,8,1,4,7,57.1,3,70,23,32.9,26,37,7,12,5,0,7,18,33,31,0,936,67,351,546,115,9,896,0,2,0,0,0,680,3560,2226,74,13,0,2,1,754,724,96,2,14,923,66,27,10.3,10,82,8,4,25,22,2.64,19,3,16,1.56,-0.49,20.8,6,14.8,1.44,-0.26,0,8,5,0,0,5,0,0,0,78,41,8,83.7
2022,Manchester City,Premier League,João Cancelo,POR,DF,27,1994,36,36,3227,35.9,1,7,1,0,0,7,0,0.03,0.2,0.22,0.03,0.22,4.1,4.1,5.1,9.3,0.12,0.14,0.26,0.12,0.26,https://fbref.com/en/players/bd6351cd/Joao-Cancelo,João Cancelo,https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,Right-Back,35.9,1,81,23,28.4,2.26,0.64,0.01,0.04,21.5,1,0,0,0.05,-3.1,-3.1,https://fbref.com/en/players/bd6351cd/Joao-Cancelo,2752,3282,83.9,49380,14430,1304,1412,92.4,1132,1306,86.7,297,482,61.6,5.1,1.9,39,266,95,13,274,3282,2944,338,51,6,295,99,103,1,1,0,0,2279,492,511,377,2479,97,286,7,2752,9,54,107,70,103,2.87,82,0,7,12,1,1,16,0.45,11,0,1,3,0,1,89,54,31,36,22,35,83,42.2,48,347,119,34.3,106,138,103,45,4,1,41,75,164,56,0,3714,74,608,1993,1373,119,3387,53,105,50.5,59,12,2705,11821,6458,364,138,35,28,29,2831,2719,96,127,36,3227,90,94.4,35.9,36,90,35,0,NA,1,2.42,88,25,63,1.76,-2.91,80.7,26.2,54.5,1.52,-1.9,0,37,37,2,103,54,0,0,0,349,49,45,52.1
2022,Manchester City,Premier League,Kayky Chagas,BRA,FW,18,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/17734ea0/Kayky-Chagas,Kayky Chagas,https://www.transfermarkt.com/kayky/profil/spieler/668265,Right Winger,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,https://fbref.com/en/players/17734ea0/Kayky-Chagas,2,2,100,32,0,1,1,100,1,1,100,0,0,NA,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,2,2,0,3,0,0,NA,0,0,3,40,29,1,1,0,1,0,4,3,75,0,1,7,7,0.2,0.1,0,NA,0,1,7,2,3,1,0,1,12.86,10.96,1,0,1,12.3,10.7,0,0,0,0,0,0,0,0,0,0,0,0,NA
2022,Manchester City,Premier League,Kevin De Bruyne,BEL,MF,30,1991,30,25,2201,24.5,15,8,15,0,0,2,0,0.61,0.33,0.94,0.61,0.94,6.4,6.4,9.5,15.9,0.26,0.39,0.65,0.26,0.65,https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne,Kevin De Bruyne,https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755,Attacking Midfield,24.5,15,77,31,40.3,3.15,1.27,0.19,0.48,18.6,7,0,0,0.08,8.6,8.6,https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne,1172,1553,75.5,22303,6186,520,600,86.7,464,582,79.7,166,311,53.4,9.5,-1.5,88,132,67,9,157,1553,1382,171,49,10,207,79,101,99,39,17,13,1103,144,306,164,1328,28,19,2,1172,9,33,72,52,139,5.68,94,32,3,5,5,0,14,0.57,8,3,2,0,1,0,22,14,3,10,9,10,41,24.4,31,361,98,27.1,46,149,166,34,2,0,32,14,36,18,0,1822,27,149,736,1061,122,1653,24,42,57.1,24,1,1248,6188,4004,205,81,22,34,32,1553,1364,87.8,170,30,2201,73,64.4,24.5,25,84,16,5,19,3,2.3,64,22,42,1.72,-0.57,52.1,19.3,32.8,1.34,-0.81,0,25,36,5,101,14,0,0,0,174,15,29,34.1
2022,Manchester City,Premier League,Liam Delap,ENG,FW,18,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dd897ee7/Liam-Delap,Liam Delap,https://www.transfermarkt.com/liam-delap/profil/spieler/610849,Centre-Forward,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,https://fbref.com/en/players/dd897ee7/Liam-Delap,1,1,100,15,5,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,0,0,1,2,0,0,0,0,0,0,3,1,33.3,0,1,10,10,0.3,0.1,0,NA,0,1,10,3,3,1,0,1,9,7.1,1,0,1,8.61,7.01,0,1,1,0,0,0,1,0,0,0,0,0,NA
2022,Manchester City,Premier League,Rúben Dias,POR,DF,24,1997,29,27,2402,26.7,2,4,2,0,0,5,0,0.07,0.15,0.22,0.07,0.22,2.2,2.2,2.4,4.6,0.08,0.09,0.17,0.08,0.17,https://fbref.com/en/players/31c69ef1/Ruben-Dias,Rúben Dias,https://www.transfermarkt.com/ruben-dias/profil/spieler/258004,Centre-Back,26.7,2,18,4,22.2,0.67,0.15,0.11,0.5,10.6,0,0,0,0.12,-0.2,-0.2,https://fbref.com/en/players/31c69ef1/Ruben-Dias,2097,2224,94.3,45031,11468,566,594,95.3,1189,1224,97.1,336,389,86.4,2.4,1.6,12,182,4,0,106,2224,2175,49,36,3,161,46,5,0,0,0,0,1924,102,198,341,1769,64,12,4,2097,2,13,18,11,30,1.12,26,0,0,3,0,1,6,0.22,4,0,0,2,0,0,34,27,12,18,4,7,16,43.8,9,153,68,44.4,57,78,18,28,13,0,15,38,72,78,1,2427,178,877,1634,111,32,2380,2,5,40,2,1,1792,10636,6630,239,22,0,5,2,1981,1952,98.5,8,29,2402,83,70.2,26.7,27,87,24,2,32,2,2.48,69,18,51,1.91,-0.03,63.2,20.6,42.6,1.6,-0.11,0,30,10,2,5,27,0,0,0,217,53,36,59.6
2022,Manchester City,Premier League,CJ Egan-Riley,ENG,DF,18,2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d313e8ff/CJ-Egan-Riley,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,https://fbref.com/en/players/d313e8ff/CJ-Egan-Riley,1,1,100,32,30,0,0,NA,0,0,NA,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,NA,0,0,1,20,2,0,0,0,0,0,0,0,NA,0,1,4,4,0.1,0,0,NA,0,1,4,6,3,2,0,2,45,43.13,1.1,0,1.1,24.51,22.91,0,0,0,0,0,1,0,0,0,0,0,0,NA
2022,Manchester City,Premier League,Fernandinho,BRA,"MF,DF",36,1985,19,10,964,10.7,2,1,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,1.6,1.6,0.9,2.5,0.15,0.08,0.24,0.15,0.24,https://fbref.com/en/players/101da2b5/Fernandinho,Fernandinho,https://www.transfermarkt.com/fernandinho/profil/spieler/26267,Defensive Midfield,10.7,2,18,3,16.7,1.68,0.28,0.11,0.67,16.4,0,0,0,0.09,0.4,0.4,https://fbref.com/en/players/101da2b5/Fernandinho,730,806,90.6,14073,3643,284,303,93.7,338,358,94.4,97,129,75.2,0.9,0.1,10,84,19,1,59,806,800,6,5,5,104,15,4,0,0,0,0,664,58,84,84,694,16,1,2,730,1,5,21,6,30,2.8,24,0,0,4,2,0,4,0.37,4,0,0,0,0,0,23,16,8,13,2,6,19,31.6,13,130,45,34.6,42,74,14,6,3,0,3,14,37,23,1,906,38,185,619,157,18,902,8,9,88.9,8,0,697,3121,1510,65,14,0,8,9,740,720,97.3,16,19,964,51,28.2,10.7,10,82,7,9,17,19,2.63,34,12,22,2.05,0.19,25.7,10.8,14.9,1.4,-0.32,0,22,16,0,4,16,0,0,0,109,21,15,58.3
2022,Manchester City,Premier League,Phil Foden,ENG,FW,21,2000,28,24,2128,23.6,9,5,9,0,0,1,0,0.38,0.21,0.59,0.38,0.59,9.1,9.1,6.6,15.7,0.38,0.28,0.66,0.38,0.66,https://fbref.com/en/players/ed1e53f3/Phil-Foden,Phil Foden,https://www.transfermarkt.com/phil-foden/profil/spieler/406635,Left Winger,23.6,9,58,22,37.9,2.45,0.93,0.16,0.41,14.1,0,0,0,0.16,-0.1,-0.1,https://fbref.com/en/players/ed1e53f3/Phil-Foden,884,1096,80.7,14428,3061,502,553,90.8,285,339,84.1,80,153,52.3,6.6,-1.6,40,50,40,10,76,1096,990,106,20,6,174,58,59,67,29,24,3,826,102,168,1001,56,21,6,6,884,3,13,39,34,83,3.51,57,13,3,6,3,1,13,0.55,8,3,0,2,0,0,19,15,8,5,6,7,10,70,3,410,135,32.9,44,132,234,12,2,0,10,17,36,1,0,1327,7,67,480,856,151,1224,39,55,70.9,40,2,1009,4653,2225,131,39,35,33,51,1311,1027,78.3,184,28,2128,76,62.2,23.6,24,84,15,4,26,5,2.43,59,16,43,1.82,-0.27,53.6,16.2,37.4,1.58,-0.13,0,17,38,13,59,15,0,0,0,115,8,33,19.5
2022,Manchester City,Premier League,Jack Grealish,ENG,FW,25,1995,26,22,1914,21.3,3,3,3,0,0,3,0,0.14,0.14,0.28,0.14,0.28,4.8,4.8,6.3,11.1,0.22,0.3,0.52,0.22,0.52,https://fbref.com/en/players/b0b4fd3e/Jack-Grealish,Jack Grealish,https://www.transfermarkt.com/jack-grealish/profil/spieler/203460,Left Winger,21.3,3,45,16,35.6,2.12,0.75,0.07,0.19,14.3,0,0,0,0.11,-1.8,-1.8,https://fbref.com/en/players/b0b4fd3e/Jack-Grealish,830,960,86.5,12113,2309,499,546,91.4,261,290,90,45,59,76.3,6.3,-3.3,54,25,41,3,82,960,934,26,3,3,190,11,36,9,3,1,0,818,90,52,74,847,14,7,7,830,4,10,33,39,110,5.17,87,1,5,5,11,1,7,0.33,7,0,0,0,0,0,20,15,4,12,4,3,12,25,9,269,105,39,39,90,140,20,2,0,18,16,36,7,0,1216,18,74,461,792,194,1192,34,59,57.6,37,1,1040,7778,4678,287,69,88,26,43,1223,1001,81.8,194,26,1914,74,56,21.3,22,85,15,4,12,8,2.31,52,8,44,2.07,0.34,50.9,12.5,38.4,1.81,0.41,0,18,65,5,36,15,0,0,0,106,16,30,34.8
2022,Manchester City,Premier League,İlkay Gündoğan,GER,MF,30,1990,27,20,1857,20.6,8,4,8,0,0,1,0,0.39,0.19,0.58,0.39,0.58,8.6,8.6,4.2,12.8,0.42,0.2,0.62,0.42,0.62,https://fbref.com/en/players/819b3158/Ilkay-Gundogan,İlkay Gündoğan,https://www.transfermarkt.com/ilkay-gundogan/profil/spieler/53622,Central Midfield,20.6,8,55,18,32.7,2.67,0.87,0.15,0.44,13.9,2,0,0,0.16,-0.6,-0.6,https://fbref.com/en/players/819b3158/Ilkay-Gundogan,1160,1325,87.5,20357,4001,586,622,94.2,410,454,90.3,140,196,71.4,4.2,-0.2,37,78,27,2,84,1325,1242,83,23,5,147,45,24,53,30,8,1,1046,116,163,387,883,36,3,6,1160,2,14,24,29,71,3.44,52,12,5,1,0,1,7,0.34,6,0,1,0,0,0,21,11,9,11,1,9,25,36,16,196,56,28.6,50,93,53,19,3,1,16,27,48,10,0,1512,24,173,823,620,94,1430,21,32,65.6,22,3,1039,5295,2409,132,48,14,18,26,1343,1201,89.4,120,27,1857,69,54.3,20.6,20,84,15,7,24,8,2.7,62,10,52,2.52,1.31,53.1,13.5,39.7,1.92,0.65,0,17,17,2,24,11,0,0,0,132,13,15,46.4
2022,Manchester City,Premier League,Gabriel Jesus,BRA,FW,24,1997,28,21,1877,20.9,8,8,7,1,1,1,0,0.38,0.38,0.77,0.34,0.72,10.1,9.4,5.4,14.7,0.49,0.26,0.74,0.45,0.71,https://fbref.com/en/players/b66315ae/Gabriel-Jesus,Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,Centre-Forward,20.9,8,63,21,33.3,3.02,1.01,0.11,0.33,13.2,0,1,1,0.15,-2.1,-2.4,https://fbref.com/en/players/b66315ae/Gabriel-Jesus,638,758,84.2,9337,1636,356,397,89.7,226,267,84.6,28,40,70,5.4,2.6,35,18,31,6,53,758,740,18,1,2,140,8,27,0,0,0,0,624,65,69,96,614,16,5,13,638,1,9,27,20,78,3.74,52,0,13,7,4,2,18,0.86,11,0,2,1,2,2,24,12,5,6,13,6,25,24,19,295,72,24.4,33,129,133,25,1,0,24,18,42,7,0,1033,16,87,369,633,167,1016,40,61,65.6,45,4,829,3983,2035,147,23,34,57,46,1104,797,72.2,161,28,1877,67,54.9,20.9,21,84,13,7,17,6,2.43,50,15,35,1.68,-0.54,45.4,13.8,31.6,1.51,-0.25,0,30,31,10,27,12,2,0,0,128,21,41,33.9
2022,Manchester City,Premier League,Aymeric Laporte,ESP,DF,27,1994,33,33,2828,31.4,4,0,4,0,0,5,1,0.13,0,0.13,0.13,0.13,4.4,4.4,0.5,4.9,0.14,0.02,0.16,0.14,0.16,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,Aymeric Laporte,https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553,Centre-Back,31.4,4,35,7,20,1.11,0.22,0.11,0.57,10.7,0,0,0,0.13,-0.4,-0.4,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,2703,2853,94.7,58451,16557,757,788,96.1,1450,1497,96.9,482,549,87.8,0.5,-0.5,9,316,11,1,198,2853,2798,55,43,3,202,64,5,0,0,0,0,2446,144,263,2050,648,91,12,7,2703,1,17,19,6,30,0.95,26,0,0,3,1,0,4,0.13,2,0,0,1,1,0,31,17,20,10,1,15,25,60,10,139,63,45.3,81,50,8,24,11,0,13,33,64,78,2,3059,258,1144,2013,177,43,3006,3,5,60,3,0,2285,14300,9587,352,61,1,1,8,2539,2501,98.5,8,33,2828,86,82.7,31.4,33,86,27,0,NA,2,2.52,87,23,64,2.04,0.67,73.7,21.8,51.9,1.65,0.14,0,15,13,2,5,17,1,0,0,288,73,36,67
2022,Manchester City,Premier League,Riyad Mahrez,ALG,FW,30,1991,28,15,1498,16.6,11,5,7,4,5,0,0,0.66,0.3,0.96,0.42,0.72,10.1,6.3,3.7,10,0.61,0.22,0.83,0.38,0.6,https://fbref.com/en/players/892d5bb1/Riyad-Mahrez,Riyad Mahrez,https://www.transfermarkt.com/riyad-mahrez/profil/spieler/171424,Right Winger,16.6,11,56,18,32.1,3.36,1.08,0.13,0.39,17.2,6,4,5,0.11,0.9,0.7,https://fbref.com/en/players/892d5bb1/Riyad-Mahrez,767,930,82.5,13516,2654,377,422,89.3,299,346,86.4,84,143,58.7,3.7,1.3,41,20,39,6,61,930,839,91,11,3,120,34,54,65,32,1,12,706,79,145,833,55,17,15,1,767,4,10,26,19,64,3.85,49,9,1,3,1,1,7,0.42,4,2,0,1,0,0,10,6,4,2,4,3,15,20,12,192,58,30.2,33,80,79,16,1,0,15,13,23,1,0,1116,15,77,340,781,133,1018,26,44,59.1,26,0,869,4820,2520,155,30,36,28,33,980,854,87.1,139,28,1498,54,43.8,16.6,15,84,10,13,18,8,2.39,44,14,30,1.8,-0.21,41.7,13,28.6,1.72,0.16,0,10,18,3,54,6,0,0,0,109,12,16,42.9
2022,Manchester City,Premier League,James Mcatee,ENG,"MF,FW",18,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0.19,0.19,https://fbref.com/en/players/96593e89/James-Mcatee,James Mcatee,https://www.transfermarkt.com/james-mcatee/profil/spieler/583199,Attacking Midfield,0.2,0,1,0,0,4.5,0,0,NA,13,0,0,0,0.04,0,0,https://fbref.com/en/players/96593e89/James-Mcatee,9,13,69.2,145,5,4,6,66.7,5,6,83.3,0,1,0,0,0,0,0,0,0,0,13,13,0,0,0,4,0,0,0,0,0,0,10,3,0,10,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,2,22.2,2,0,7,0,0,0,0,1,1,0,0,17,0,1,10,6,3,17,1,1,100,1,0,12,38,29,2,0,1,0,2,13,13,100,3,2,20,10,0.6,0.2,0,NA,0,2,10,11,3,1,0,1,4.5,2.59,1.5,0.1,1.4,6.2,4.6,0,2,0,0,0,0,0,0,0,3,1,0,100
