Date,Squad,Home_Away,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event
2022-04-10,Norwich City,Home,2,81,Milot Rashica,Saved,17,Right Foot,,Teemu Pukki,Pass (Live),Lukas Rupp,Pass (Live)
2022-04-10,Norwich City,Home,2,86,Teemu Pukki,Goal,10,Right Foot,,Mathias Normann,Pass (Live),,
2022-04-10,Norwich City,Home,2,90+3,Brandon Williams,Off Target,28,Right Foot,,Milot Rashica,Pass (Live),Lukas Rupp,Pass (Live)
2022-04-10,Burnley,Away,1,5,Jay Rodriguez,Saved,8,Head,,Maxwel Cornet,Pass (Live),Josh Brownhill,Pass (Live)
2022-04-10,Burnley,Away,1,8,Ashley Westwood,Blocked,18,Right Foot,,Aaron Lennon,Pass (Live),Aaron Lennon,Dribble
2022-04-10,Burnley,Away,1,16,Nathan Collins,Off Target,12,Head,,Ashley Westwood,Pass (Live),,
2022-04-10,Burnley,Away,1,26,Maxwel Cornet,Saved,19,Left Foot,,Jay Rodriguez,Pass (Live),Ashley Westwood,Pass (Live)
2022-04-10,Burnley,Away,1,33,Maxwel Cornet,Blocked,25,Left Foot,Half volley,Jay Rodriguez,Fouled,,
2022-04-10,Burnley,Away,1,33,Josh Brownhill,Off Target,25,Right Foot,,Matthew Lowton,Pass (Live),Maxwel Cornet,Pass (Live)
2022-04-10,Burnley,Away,1,42,Josh Brownhill,Off Target,24,Right Foot,Free kick,Wout Weghorst,Fouled,,
2022-04-10,Burnley,Away,1,43,Ashley Westwood,Blocked,20,Right Foot,Volley,Wout Weghorst,Pass (Live),Matthew Lowton,Pass (Live)
2022-04-10,Burnley,Away,1,43,Nathan Collins,Wayward,16,Right Foot,Volley,,,,
2022-04-10,Burnley,Away,1,44,Wout Weghorst,Blocked,15,Right Foot,Volley,,,,
2022-04-10,Burnley,Away,1,44,Matthew Lowton,Blocked,23,Right Foot,Half volley,,,,
2022-04-10,Burnley,Away,2,52,Jay Rodriguez,Off Target,13,Head,,Josh Brownhill,Pass (Live),Aaron Lennon,Pass (Live)
2022-04-10,Burnley,Away,2,65,Maxwel Cornet,Off Target,3,Right Foot,"Open goal, Half volley",Dwight McNeil,Pass (Live),Dwight McNeil,Tackle
2022-04-10,Burnley,Away,2,66,Dwight McNeil,Blocked,29,Left Foot,,Ashley Westwood,Pass (Live),Matěj Vydra,Pass (Live)
2022-04-10,Burnley,Away,2,66,Jay Rodriguez,Off Target,6,Head,,Charlie Taylor,Pass (Live),Dwight McNeil,Shot
2022-04-10,Burnley,Away,2,68,Matthew Lowton,Off Target,19,Right Foot,,,,,
2022-04-10,Burnley,Away,2,90+1,Matěj Vydra,Woodwork,3,Head,,Matthew Lowton,Pass (Live),Josh Brownhill,Pass (Live)
2022-04-10,Burnley,Away,2,90+4,Josh Brownhill,Saved,18,Right Foot,,Maxwel Cornet,Pass (Live),,
2022-04-10,Manchester City,Home,1,5,Raheem Sterling,Saved,10,Right Foot,,Gabriel Jesus,Pass (Live),Kevin De Bruyne,Pass (Live)
2022-04-10,Manchester City,Home,1,5,Kevin De Bruyne,Goal,23,Left Foot,Deflected,Bernardo Silva,Pass (Dead),Kyle Walker,Fouled
2022-04-10,Manchester City,Home,1,16,Gabriel Jesus,Saved,18,Right Foot,,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
2022-04-10,Manchester City,Home,1,21,Rodri,Blocked,24,Right Foot,Half volley,,,,
2022-04-10,Manchester City,Home,1,29,Kevin De Bruyne,Off Target,11,Right Foot,,Phil Foden,Pass (Live),Phil Foden,Dribble
2022-04-10,Manchester City,Home,1,35,João Cancelo,Blocked,19,Right Foot,,Bernardo Silva,Pass (Live),John Stones,Pass (Live)
2022-04-10,Manchester City,Home,1,37,Gabriel Jesus,Goal,5,Right Foot,Half volley,João Cancelo,Pass (Live),,
2022-04-10,Manchester City,Home,2,61,Gabriel Jesus,Blocked,10,Left Foot,,Gabriel Jesus,Dribble,Gabriel Jesus,Dribble
2022-04-10,Manchester City,Home,2,72,Gabriel Jesus,Off Target,12,Right Foot,,Kevin De Bruyne,Pass (Live),Aymeric Laporte,Pass (Live)
2022-04-10,Manchester City,Home,2,90,Riyad Mahrez,Woodwork,30,Left Foot,Free kick,Kevin De Bruyne,Fouled,Phil Foden,Pass (Live)
2022-04-10,Manchester City,Home,2,90+4,Riyad Mahrez,Off Target,19,Left Foot,Lob,Kevin De Bruyne,Pass (Live),Phil Foden,Pass (Live)
2022-04-10,Liverpool,Away,1,13,Diogo Jota,Goal,9,Right Foot,Half volley,Trent Alexander-Arnold,Pass (Live),Andrew Robertson,Pass (Live)
2022-04-10,Liverpool,Away,1,29,Trent Alexander-Arnold,Saved,61,Right Foot,Lob,Mohamed Salah,Pass (Live),Thiago Alcántara,Pass (Live)
2022-04-10,Liverpool,Away,2,46,Sadio Mané,Goal,15,Right Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live)
2022-04-10,Liverpool,Away,2,52,Diogo Jota,Saved,16,Left Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live)
2022-04-10,Liverpool,Away,2,71,Mohamed Salah,Blocked,17,Left Foot,,Sadio Mané,Pass (Live),Luis Díaz,Pass (Live)
2022-04-10,Liverpool,Away,2,77,Jordan Henderson,Blocked,23,Left Foot,Volley,,,,
2022-04-16,Tottenham,Away,1,1,Harry Kane,Saved off Target,32,Right Foot,,Emerson,Tackle,,
2022-04-16,Tottenham,Away,2,51,Son Heung-min,Blocked,13,Left Foot,Half volley,Son Heung-min,Dribble,Harry Kane,Pass (Dead)
2022-04-16,Tottenham,Away,2,58,Son Heung-min,Blocked,12,Right Foot,,Pierre Højbjerg,Pass (Live),Son Heung-min,Pass (Live)
2022-04-16,Tottenham,Away,2,58,Rodrigo Bentancur,Off Target,26,Right Foot,,Son Heung-min,Shot,,
2022-04-16,Tottenham,Away,2,90+1,Steven Bergwijn,Off Target,13,Right Foot,Volley,Harry Kane,Pass (Live),Eric Dier,Pass (Live)
2022-04-16,Brighton,Away,1,22,Enock Mwepu,Blocked,17,Right Foot,Half volley,,,,
2022-04-16,Brighton,Away,1,23,Marc Cucurella,Wayward,17,Left Foot,Volley,Pascal Groß,Pass (Dead),Enock Mwepu,Shot
2022-04-16,Brighton,Away,1,23,Joël Veltman,Blocked,10,Right Foot,Volley,Pascal Groß,Pass (Live),Marc Cucurella,Shot
2022-04-16,Brighton,Away,1,29,Joël Veltman,Blocked,5,Head,,Pascal Groß,Pass (Dead),,
2022-04-16,Brighton,Away,1,45+3,Enock Mwepu,Saved,31,Right Foot,,Alexis Mac Allister,Pass (Live),Yves Bissouma,Pass (Live)
2022-04-16,Brighton,Away,2,59,Danny Welbeck,Wayward,18,Right Foot,Half volley,Alexis Mac Allister,Pass (Live),Joël Veltman,Pass (Live)
2022-04-16,Brighton,Away,2,64,Alexis Mac Allister,Off Target,22,Left Foot,,Leandro Trossard,Pass (Live),Danny Welbeck,Pass (Live)
2022-04-16,Brighton,Away,2,74,Tariq Lamptey,Saved,24,Right Foot,,Pascal Groß,Pass (Live),Alexis Mac Allister,Pass (Live)
2022-04-16,Brighton,Away,2,79,Danny Welbeck,Off Target,8,Head,,Tariq Lamptey,Pass (Live),,
2022-04-16,Brighton,Away,2,83,Lewis Dunk,Saved,12,Head,,Pascal Groß,Pass (Dead),,
2022-04-16,Brighton,Away,2,87,Leandro Trossard,Off Target,22,Right Foot,,Danny Welbeck,Pass (Live),Yves Bissouma,Pass (Live)
2022-04-16,Brighton,Away,2,90,Leandro Trossard,Goal,10,Right Foot,,,,,
2022-04-16,Manchester Utd,Away,1,4,Anthony Elanga,Saved,12,Right Foot,Overhead kick,,,,
2022-04-16,Manchester Utd,Away,1,5,Jadon Sancho,Blocked,19,Right Foot,,Jesse Lingard,Pass (Live),Bruno Fernandes,Pass (Live)
2022-04-16,Manchester Utd,Away,1,7,Cristiano Ronaldo,Saved,28,Right Foot,,Jesse Lingard,Pass (Live),Paul Pogba,Pass (Live)
2022-04-16,Manchester Utd,Away,1,7,Cristiano Ronaldo,Goal,11,Right Foot,,Anthony Elanga,Pass (Live),Anthony Elanga,Tackle
2022-04-16,Manchester Utd,Away,1,10,Jesse Lingard,Blocked,18,Right Foot,,Anthony Elanga,Pass (Live),Jadon Sancho,Pass (Live)
2022-04-16,Manchester Utd,Away,1,17,Bruno Fernandes,Blocked,30,Right Foot,,Cristiano Ronaldo,Pass (Live),Jesse Lingard,Pass (Live)
2022-04-16,Manchester Utd,Away,1,17,Diogo Dalot,Off Target,11,Right Foot,Half volley,Jadon Sancho,Pass (Live),Jesse Lingard,Pass (Live)
2022-04-16,Manchester Utd,Away,1,21,Jadon Sancho,Off Target,20,Right Foot,,Jadon Sancho,Dribble,Jesse Lingard,Pass (Live)
2022-04-16,Manchester Utd,Away,1,30,Jadon Sancho,Blocked,7,Right Foot,,Anthony Elanga,Pass (Live),Paul Pogba,Pass (Live)
2022-04-16,Manchester Utd,Away,1,31,Jesse Lingard,Saved,8,Right Foot,,Diogo Dalot,Pass (Live),Cristiano Ronaldo,Pass (Live)
2022-04-16,Manchester Utd,Away,1,32,Cristiano Ronaldo,Goal,7,Head,,Alex Telles,Pass (Dead),Jesse Lingard,Shot
2022-04-16,Manchester Utd,Away,1,39,Cristiano Ronaldo,Off Target,12,Right Foot,Overhead kick,Diogo Dalot,Pass (Live),Anthony Elanga,Pass (Live)
2022-04-16,Manchester Utd,Away,2,46,Cristiano Ronaldo,Off Target,17,Right Foot,,Jesse Lingard,Pass (Live),Cristiano Ronaldo,Pass (Live)
2022-04-16,Manchester Utd,Away,2,50,Jesse Lingard,Saved,27,Right Foot,Volley,,,,
2022-04-16,Manchester Utd,Away,2,56,Bruno Fernandes,Blocked,21,Right Foot,,Jadon Sancho,Pass (Live),Harry Maguire,Pass (Live)
2022-04-16,Manchester Utd,Away,2,61,Cristiano Ronaldo,Saved,8,Head,,Alex Telles,Pass (Dead),Alex Telles,Pass (Live)
2022-04-16,Manchester Utd,Away,2,76,Cristiano Ronaldo,Goal,27,Right Foot,Free kick,Anthony Elanga,Fouled,Anthony Elanga,Dribble
2022-04-16,Manchester Utd,Away,2,82,Bruno Fernandes,Saved,24,Right Foot,,Jadon Sancho,Pass (Live),Bruno Fernandes,Pass (Dead)
2022-04-16,Manchester Utd,Away,2,83,Cristiano Ronaldo,Blocked,15,Right Foot,,,,,
2022-04-16,Manchester Utd,Away,2,90+4,Juan Mata,Blocked,17,Left Foot,,Bruno Fernandes,Pass (Live),Juan Mata,Pass (Live)
2022-04-16,Norwich City,Away,1,3,Teemu Pukki,Saved,19,Right Foot,,Pierre Lees-Melou,Pass (Live),Kenny McLean,Pass (Live)
2022-04-16,Norwich City,Away,1,35,Mathias Normann,Off Target,34,Right Foot,Free kick,Mathias Normann,Fouled,,
2022-04-16,Norwich City,Away,1,36,Pierre Lees-Melou,Blocked,24,Right Foot,,Kenny McLean,Pass (Live),Kenny McLean,Interception
2022-04-16,Norwich City,Away,1,45,Teemu Pukki,Off Target,15,Right Foot,Half volley,Sam Byram,Pass (Live),,
2022-04-16,Norwich City,Away,1,45+1,Kieran Dowell,Goal,5,Head,,Teemu Pukki,Pass (Live),Dimitris Giannoulis,Pass (Live)
2022-04-16,Norwich City,Away,1,45+3,Teemu Pukki,Wayward,10,Head,,Dimitris Giannoulis,Pass (Live),Kieran Dowell,Pass (Live)
2022-04-16,Norwich City,Away,2,52,Teemu Pukki,Goal,12,Right Foot,,Kieran Dowell,Pass (Live),Kenny McLean,Pass (Live)
2022-04-16,Norwich City,Away,2,56,Milot Rashica,Saved,22,Right Foot,,Teemu Pukki,Pass (Live),Pierre Lees-Melou,Pass (Live)
2022-04-16,Norwich City,Away,2,63,Kieran Dowell,Off Target,40,Left Foot,Lob,,,,
2022-04-16,Norwich City,Away,2,66,Milot Rashica,Blocked,24,Right Foot,,Pierre Lees-Melou,Pass (Live),Kenny McLean,Pass (Live)
2022-04-16,Norwich City,Away,2,70,Milot Rashica,Blocked,12,Right Foot,,Mathias Normann,Pass (Live),Pierre Lees-Melou,Pass (Live)
2022-04-16,Norwich City,Away,2,71,Sam Byram,Off Target,6,Head,,Kieran Dowell,Pass (Dead),Milot Rashica,Shot
2022-04-16,Norwich City,Away,2,78,Pierre Lees-Melou,Off Target,29,Right Foot,Volley,,,,
2022-04-16,Norwich City,Away,2,89,Milot Rashica,Off Target,28,Right Foot,,,,,
2022-04-16,Norwich City,Away,2,90+4,Sam Byram,Blocked,17,Left Foot,Half volley,Sam Byram,Dribble,Billy Gilmour,Pass (Live)
2022-04-16,Watford,Home,1,11,Moussa Sissoko,Wayward,17,Right Foot,Half volley,,,,
2022-04-16,Watford,Home,1,11,Juraj Kucka,Off Target,7,Right Foot,Back heel,Moussa Sissoko,Shot,,
2022-04-16,Watford,Home,1,11,Ismaila Sarr,Off Target,7,Head,,Kiko Femenía,Pass (Live),João Pedro,Pass (Live)
2022-04-16,Watford,Home,1,19,João Pedro,Off Target,21,Right Foot,Volley,João Pedro,Pass (Live),Imran Louza,Pass (Live)
2022-04-16,Watford,Home,1,22,Juraj Kucka,Off Target,27,Right Foot,,Emmanuel Dennis,Pass (Live),João Pedro,Pass (Live)
2022-04-16,Watford,Home,1,35,Imran Louza,Blocked,21,Left Foot,,,,,
2022-04-16,Watford,Home,1,45+2,João Pedro,Blocked,10,Head,,Kiko Femenía,Pass (Live),Moussa Sissoko,Pass (Live)
2022-04-16,Watford,Home,1,45+2,Imran Louza,Saved,20,Left Foot,Volley,João Pedro,Shot,,
2022-04-16,Watford,Home,2,55,Emmanuel Dennis,Goal,10,Right Foot,,Ismaila Sarr,Pass (Live),Moussa Sissoko,Pass (Live)
2022-04-16,Watford,Home,2,63,Imran Louza,Blocked,25,Left Foot,Free kick,Juraj Kucka,Fouled,,
2022-04-16,Watford,Home,2,63,Samir Santos,Blocked,16,Left Foot,Half volley,Imran Louza,Shot,,
2022-04-16,Watford,Home,2,63,Ismaila Sarr,Saved,18,Right Foot,Volley,Samir Santos,Pass (Live),Samir Santos,Shot
2022-04-16,Watford,Home,2,65,Samir Santos,Off Target,18,Left Foot,Half volley,Hassane Kamara,Pass (Live),Ismaila Sarr,Pass (Live)
2022-04-16,Watford,Home,2,89,Emmanuel Dennis,Saved to Post,24,Right Foot,Free kick,Ismaila Sarr,Fouled,Joshua King,Pass (Live)
2022-04-16,Watford,Home,2,90+3,Emmanuel Dennis,Blocked,21,Right Foot,,Joshua King,Pass (Live),Ismaila Sarr,Pass (Live)
2022-04-16,Watford,Home,2,90+3,Joshua King,Woodwork,7,Left Foot,,,,,
2022-04-16,Watford,Home,2,90+3,Imran Louza,Off Target,8,Right Foot,,Joshua King,Shot,,
2022-04-16,Brentford,Away,1,9,Christian Eriksen,Off Target,26,Right Foot,,Christian Nørgaard,Pass (Live),Yoane Wissa,Pass (Live)
2022-04-16,Brentford,Away,1,15,Christian Nørgaard,Goal,6,Right Foot,Volley,Kristoffer Ajer,Pass (Live),Ethan Pinnock,Pass (Dead)
2022-04-16,Brentford,Away,1,17,Yoane Wissa,Saved,27,Right Foot,,Christian Eriksen,Pass (Live),Kristoffer Ajer,Pass (Dead)
2022-04-16,Brentford,Away,1,32,Vitaly Janelt,Blocked,13,Left Foot,Half volley,Pontus Jansson,Pass (Live),Christian Eriksen,Pass (Dead)
2022-04-16,Brentford,Away,1,33,Christian Eriksen,Saved,23,Left Foot,,Ivan Toney,Pass (Live),Kristoffer Ajer,Pass (Dead)
2022-04-16,Brentford,Away,1,38,Bryan Mbeumo,Blocked,31,Left Foot,,,,,
2022-04-16,Brentford,Away,1,38,Yoane Wissa,Blocked,28,Right Foot,,Ivan Toney,Pass (Live),Christian Eriksen,Pass (Live)
2022-04-16,Brentford,Away,1,39,Yoane Wissa,Blocked,17,Right Foot,,Bryan Mbeumo,Pass (Live),,
2022-04-16,Brentford,Away,1,40,Yoane Wissa,Wayward,17,Right Foot,Volley,,,,
2022-04-16,Brentford,Away,1,40,Vitaly Janelt,Off Target,16,Left Foot,Volley,,,,
2022-04-16,Brentford,Away,1,45+1,Bryan Mbeumo,Off Target,12,Left Foot,Half volley,Rico Henry,Pass (Live),Christian Eriksen,Pass (Live)
2022-04-16,Brentford,Away,2,54,Ivan Toney,Off Target,11,Right Foot,Half volley,Christian Eriksen,Pass (Dead),Bryan Mbeumo,Fouled
2022-04-16,Brentford,Away,2,74,Ivan Toney,Off Target,39,Right Foot,Volley,,,,
2022-04-16,Brentford,Away,2,79,Pontus Jansson,Saved,8,Head,,Mads Bech Sørensen,Pass (Live),,
2022-04-16,Brentford,Away,2,82,Christian Eriksen,Blocked,30,Left Foot,,Mads Bech Sørensen,Pass (Live),Saman Ghoddos,Pass (Live)
2022-04-16,Brentford,Away,2,90+5,Pontus Jansson,Goal,6,Head,,Christian Eriksen,Pass (Dead),Bryan Mbeumo,Fouled
2022-04-16,Southampton,Home,1,6,Mohamed Elyounoussi,Blocked,5,Right Foot,,Armando Broja,Pass (Live),Armando Broja,Dribble
2022-04-16,Southampton,Home,1,7,Romain Perraud,Off Target,31,Left Foot,Half volley,,,,
2022-04-16,Southampton,Home,1,13,Romain Perraud,Blocked,30,Left Foot,,Oriol Romeu,Pass (Live),James Ward-Prowse,Fouled
2022-04-16,Southampton,Home,1,14,Romain Perraud,Blocked,13,Left Foot,Half volley,Stuart Armstrong,Pass (Dead),Romain Perraud,Shot
2022-04-16,Southampton,Home,1,26,Stuart Armstrong,Saved,15,Left Foot,Half volley,,,,
2022-04-16,Southampton,Home,1,44,Armando Broja,Blocked,10,Head,,James Ward-Prowse,Pass (Dead),Mohamed Elyounoussi,Fouled
2022-04-16,Southampton,Home,1,44,Jan Bednarek,Goal,8,Left Foot,Half volley,Mohamed Elyounoussi,Pass (Live),Romain Perraud,Pass (Live)
2022-04-16,Southampton,Home,2,52,Romain Perraud,Blocked,10,Left Foot,,,,,
2022-04-16,Southampton,Home,2,90+2,James Ward-Prowse,Saved,25,Right Foot,Free kick,Mohamed Elyounoussi,Fouled,Lyanco,Pass (Live)
2022-04-16,Arsenal,Away,1,4,Bukayo Saka,Blocked,19,Left Foot,,Eddie Nketiah,Pass (Live),Cédric Soares,Pass (Dead)
2022-04-16,Arsenal,Away,1,9,Martinelli,Saved,20,Left Foot,,Martinelli,Dribble,Martin Ødegaard,Pass (Live)
2022-04-16,Arsenal,Away,1,17,Bukayo Saka,Saved,10,Right Foot,,Martinelli,Pass (Live),Eddie Nketiah,Pass (Live)
2022-04-16,Arsenal,Away,1,38,Cédric Soares,Off Target,20,Right Foot,Free kick,Nuno Tavares,Fouled,Martinelli,Pass (Live)
2022-04-16,Arsenal,Away,2,49,Nuno Tavares,Blocked,23,Left Foot,,Bukayo Saka,Pass (Live),Bukayo Saka,Dribble
2022-04-16,Arsenal,Away,2,51,Nuno Tavares,Off Target,28,Right Foot,,Gabriel Dos Santos,Pass (Live),Albert Sambi Lokonga,Pass (Live)
2022-04-16,Arsenal,Away,2,58,Eddie Nketiah,Off Target,9,Right Foot,Back heel,Cédric Soares,Pass (Live),Albert Sambi Lokonga,Pass (Live)
2022-04-16,Arsenal,Away,2,59,Martinelli,Off Target,17,Right Foot,Volley,,,,
2022-04-16,Arsenal,Away,2,61,Martinelli,Wayward,11,Head,,Nuno Tavares,Pass (Live),Granit Xhaka,Pass (Live)
2022-04-16,Arsenal,Away,2,61,Emile Smith Rowe,Blocked,16,Right Foot,Half volley,,,,
2022-04-16,Arsenal,Away,2,63,Martin Ødegaard,Off Target,25,Left Foot,,Bukayo Saka,Pass (Live),Granit Xhaka,Pass (Live)
2022-04-16,Arsenal,Away,2,64,Bukayo Saka,Off Target,23,Left Foot,,Martin Ødegaard,Pass (Live),Albert Sambi Lokonga,Pass (Live)
2022-04-16,Arsenal,Away,2,71,Nicolas Pépé,Off Target,16,Left Foot,Volley,Granit Xhaka,Pass (Live),Martinelli,Pass (Live)
2022-04-16,Arsenal,Away,2,73,Emile Smith Rowe,Saved,9,Left Foot,Volley,,,,
2022-04-16,Arsenal,Away,2,73,Granit Xhaka,Off Target,9,Left Foot,Half volley,Emile Smith Rowe,Shot,,
2022-04-16,Arsenal,Away,2,81,Bukayo Saka,Saved,12,Right Foot,,Martin Ødegaard,Pass (Live),Bukayo Saka,Pass (Live)
2022-04-16,Arsenal,Away,2,81,Martin Ødegaard,Off Target,18,Left Foot,,Martin Ødegaard,Dribble,Bukayo Saka,Pass (Live)
2022-04-16,Arsenal,Away,2,85,Granit Xhaka,Blocked,25,Left Foot,,Albert Sambi Lokonga,Pass (Live),Nicolas Pépé,Pass (Live)
2022-04-16,Arsenal,Away,2,85,Granit Xhaka,Saved,23,Left Foot,,Emile Smith Rowe,Pass (Live),,
2022-04-16,Arsenal,Away,2,85,Martin Ødegaard,Off Target,23,Left Foot,Half volley,,,,
2022-04-16,Arsenal,Away,2,87,Martinelli,Blocked,16,Right Foot,,Albert Sambi Lokonga,Pass (Live),Martin Ødegaard,Pass (Live)
2022-04-16,Arsenal,Away,2,90+4,Martinelli,Off Target,21,Left Foot,,Bukayo Saka,Pass (Live),Albert Sambi Lokonga,Pass (Live)
2022-04-16,Arsenal,Away,2,90+5,Gabriel Dos Santos,Saved,15,Head,,Martin Ødegaard,Pass (Live),Ben White,Pass (Dead)
2022-04-17,Newcastle Utd,Away,1,2,Jonjo Shelvey,Saved,32,Right Foot,Free kick,Miguel Almirón,Fouled,,
2022-04-17,Newcastle Utd,Away,1,12,Dan Burn,Blocked,14,Left Foot,Volley,,,,
2022-04-17,Newcastle Utd,Away,1,14,Joelinton,Off Target,10,Left Foot,Half volley,Fabian Schär,Pass (Live),Emil Krafth,Pass (Live)
2022-04-17,Newcastle Utd,Away,1,30,Joelinton,Blocked,27,Right Foot,,Allan Saint-Maximin,Pass (Live),Matt Targett,Pass (Live)
2022-04-17,Newcastle Utd,Away,1,30,Bruno Guimarães,Saved,4,Right Foot,Half volley,Jonjo Shelvey,Pass (Dead),,
2022-04-17,Newcastle Utd,Away,1,30,Bruno Guimarães,Goal,3,Right Foot,Half volley,Bruno Guimarães,Shot,,
2022-04-17,Newcastle Utd,Away,1,37,Matt Targett,Saved,10,Head,,Bruno Guimarães,Pass (Live),Allan Saint-Maximin,Pass (Live)
2022-04-17,Newcastle Utd,Away,1,41,Chris Wood,Off Target,7,Head,,Joelinton,Pass (Live),Allan Saint-Maximin,Pass (Live)
2022-04-17,Newcastle Utd,Away,1,45+2,Miguel Almirón,Off Target,12,Left Foot,Half volley,Matt Targett,Pass (Live),Allan Saint-Maximin,Pass (Live)
2022-04-17,Newcastle Utd,Away,2,47,Allan Saint-Maximin,Off Target,24,Right Foot,,Allan Saint-Maximin,Dribble,Miguel Almirón,Pass (Live)
2022-04-17,Newcastle Utd,Away,2,49,Allan Saint-Maximin,Off Target,24,Right Foot,,Joelinton,Pass (Live),,
2022-04-17,Newcastle Utd,Away,2,58,Joelinton,Off Target,23,Right Foot,,Allan Saint-Maximin,Pass (Live),,
2022-04-17,Newcastle Utd,Away,2,62,Allan Saint-Maximin,Saved,22,Right Foot,,Joelinton,Pass (Live),Jonjo Shelvey,Pass (Live)
2022-04-17,Newcastle Utd,Away,2,80,Dan Burn,Off Target,9,Head,,Matt Targett,Pass (Dead),,
2022-04-17,Newcastle Utd,Away,2,90+5,Bruno Guimarães,Goal,8,Head,,Joelinton,Fouled,Joe Willock,Dribble
2022-04-17,Leicester City,Away,1,19,Ademola Lookman,Goal,11,Right Foot,,Ayoze Pérez,Pass (Live),Kiernan Dewsbury Hall,Pass (Dead)
2022-04-17,Leicester City,Away,1,25,Youri Tielemans,Off Target,21,Right Foot,,Youri Tielemans,Dribble,Daniel Amartey,Pass (Live)
2022-04-17,Leicester City,Away,1,26,Ayoze Pérez,Blocked,22,Right Foot,,Youri Tielemans,Pass (Live),,
2022-04-17,Leicester City,Away,1,45,Kiernan Dewsbury Hall,Saved,26,Left Foot,,Kiernan Dewsbury Hall,Dribble,Ademola Lookman,Pass (Live)
2022-04-17,Leicester City,Away,2,53,Kiernan Dewsbury Hall,Off Target,23,Right Foot,,Ademola Lookman,Pass (Live),,
2022-04-17,Leicester City,Away,2,56,Kiernan Dewsbury Hall,Blocked,13,Left Foot,,,,,
2022-04-17,Leicester City,Away,2,57,James Justin,Blocked,8,Head,,Ademola Lookman,Pass (Dead),Kiernan Dewsbury Hall,Shot
2022-04-17,Leicester City,Away,2,85,Kelechi Iheanacho,Blocked,4,Left Foot,Back heel,Kiernan Dewsbury Hall,Pass (Live),Harvey Barnes,Pass (Live)
2022-04-17,West Ham,Away,1,6,Michail Antonio,Wayward,17,Right Foot,,Michail Antonio,Dribble,Nikola Vlašić,Pass (Live)
2022-04-17,West Ham,Away,1,12,Jarrod Bowen,Blocked,17,Left Foot,,Declan Rice,Pass (Live),Manuel Lanzini,Pass (Dead)
2022-04-17,West Ham,Away,1,13,Jarrod Bowen,Saved,17,Left Foot,,Jarrod Bowen,Shot,,
2022-04-17,West Ham,Away,1,17,Aaron Cresswell,Blocked,13,Left Foot,Volley,Ben Johnson,Pass (Live),Nikola Vlašić,Pass (Live)
2022-04-17,West Ham,Away,1,20,Nikola Vlašić,Blocked,21,Right Foot,Volley,,,,
2022-04-17,West Ham,Away,1,36,Michail Antonio,Blocked,27,Right Foot,,Michail Antonio,Dribble,Tomáš Souček,Pass (Live)
2022-04-17,West Ham,Away,1,43,Ben Johnson,Off Target,19,Right Foot,Half volley,,,,
2022-04-17,West Ham,Away,1,44,Michail Antonio,Blocked,11,Right Foot,,Jarrod Bowen,Pass (Live),Jarrod Bowen,Interception
2022-04-17,West Ham,Away,2,50,Tomáš Souček,Off Target,3,Other,,Manuel Lanzini,Pass (Live),Declan Rice,Pass (Live)
2022-04-17,West Ham,Away,2,56,Michail Antonio,Off Target,6,Head,,Ben Johnson,Pass (Live),Tomáš Souček,Pass (Live)
2022-04-17,West Ham,Away,2,58,Michail Antonio,Saved,12,Head,,Ben Johnson,Pass (Live),Declan Rice,Pass (Live)
2022-04-17,West Ham,Away,2,61,Declan Rice,Off Target,8,Head,,Aaron Cresswell,Pass (Dead),Nikola Vlašić,Fouled
2022-04-17,West Ham,Away,2,65,Jarrod Bowen,Off Target,26,Left Foot,Half volley,Manuel Lanzini,Pass (Live),Craig Dawson,Pass (Live)
2022-04-17,West Ham,Away,2,74,Tomáš Souček,Goal,5,Other,,Manuel Lanzini,Pass (Dead),Michail Antonio,Fouled
2022-04-17,West Ham,Away,2,76,Declan Rice,Blocked,17,Left Foot,,Saïd Benrahma,Pass (Live),Manuel Lanzini,Pass (Live)
2022-04-17,West Ham,Away,2,76,Saïd Benrahma,Blocked,4,Right Foot,Half volley,Saïd Benrahma,Dribble,Declan Rice,Shot
2022-04-17,West Ham,Away,2,81,Ben Johnson,Off Target,26,Right Foot,,Declan Rice,Pass (Live),Saïd Benrahma,Pass (Live)
2022-04-17,West Ham,Away,2,84,Saïd Benrahma,Off Target,15,Right Foot,,,,,
2022-04-17,West Ham,Away,2,87,Michail Antonio,Saved,17,Right Foot,,Declan Rice,Pass (Live),Saïd Benrahma,Pass (Live)
2022-04-17,West Ham,Away,2,88,Issa Diop,Saved,8,Head,,Pablo Fornals,Pass (Live),Declan Rice,Pass (Live)
2022-04-17,West Ham,Away,2,90,Michail Antonio,Saved,9,Right Foot,,Michail Antonio,Dribble,Jarrod Bowen,Pass (Live)
2022-04-17,Burnley,Away,1,10,Maxwel Cornet,Blocked,15,Left Foot,,Wout Weghorst,Pass (Live),Jack Cork,Pass (Live)
2022-04-17,Burnley,Away,1,33,Jay Rodriguez,Blocked,11,Right Foot,Volley,,,,
