Date,Squad,Home_Away,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event
2021-12-28,Liverpool,Away,2,89,Naby Keïta,Blocked,15,Right Foot,,Naby Keïta,Dribble,Naby Keïta,Dribble
2021-12-28,Liverpool,Away,2,90+4,Sadio Mané,Blocked,14,Left Foot,,Naby Keïta,Pass (Live),Virgil van Dijk,Pass (Live)
2021-12-28,Liverpool,Away,2,90+4,Joël Matip,Off Target,4,Head,,Trent Alexander-Arnold,Pass (Dead),Sadio Mané,Shot
2021-12-29,Chelsea,Home,1,7,Callum Hudson-Odoi,Blocked,15,Right Foot,,Mason Mount,Pass (Live),,
2021-12-29,Chelsea,Home,1,17,César Azpilicueta,Saved to Post,10,Right Foot,,Mason Mount,Pass (Live),,
2021-12-29,Chelsea,Home,1,17,Antonio Rüdiger,Saved,8,Head,,Reece James,Pass (Live),,
2021-12-29,Chelsea,Home,1,25,Mason Mount,Saved,13,Right Foot,,Romelu Lukaku,Pass (Live),Mateo Kovačić,Pass (Live)
2021-12-29,Chelsea,Home,1,28,Romelu Lukaku,Goal,6,Head,,Mason Mount,Pass (Dead),Mason Mount,Shot
2021-12-29,Chelsea,Home,2,74,Trevoh Chalobah,Saved,11,Head,,Mason Mount,Pass (Dead),,
2021-12-29,Chelsea,Home,2,79,Mason Mount,Blocked,21,Left Foot,,,,,
2021-12-29,Chelsea,Home,2,86,Romelu Lukaku,Off Target,9,Left Foot,,,,,
2021-12-29,Chelsea,Home,2,87,N'Golo Kanté,Blocked,19,Right Foot,,Romelu Lukaku,Pass (Live),N'Golo Kanté,Interception
2021-12-29,Chelsea,Home,2,88,Mateo Kovačić,Wayward,19,Right Foot,Half volley,,,,
2021-12-29,Chelsea,Home,2,88,César Azpilicueta,Off Target,9,Left Foot,Half volley,Mateo Kovačić,Shot,,
2021-12-29,Brighton,Away,1,11,Tariq Lamptey,Off Target,20,Left Foot,,Joël Veltman,Pass (Live),Joël Veltman,Dribble
2021-12-29,Brighton,Away,1,18,Marc Cucurella,Off Target,30,Left Foot,,Yves Bissouma,Pass (Live),Tariq Lamptey,Pass (Live)
2021-12-29,Brighton,Away,1,35,Alexis Mac Allister,Blocked,18,Right Foot,Half volley,Neal Maupay,Pass (Live),,
2021-12-29,Brighton,Away,1,37,Yves Bissouma,Saved,25,Right Foot,,,,,
2021-12-29,Brighton,Away,1,38,Adam Lallana,Saved,17,Left Foot,,Adam Lallana,Interception,Alexis Mac Allister,Tackle
2021-12-29,Brighton,Away,1,39,Adam Lallana,Off Target,17,Right Foot,Volley,,,,
2021-12-29,Brighton,Away,1,42,Tariq Lamptey,Off Target,18,Right Foot,Half volley,,,,
2021-12-29,Brighton,Away,1,45+2,Alexis Mac Allister,Saved,24,Left Foot,,Neal Maupay,Pass (Live),,
2021-12-29,Brighton,Away,1,45+3,Neal Maupay,Blocked,11,Head,,Alexis Mac Allister,Pass (Live),Solly March,Pass (Live)
2021-12-29,Brighton,Away,2,47,Jakub Moder,Off Target,10,Right Foot,Volley,Adam Lallana,Pass (Live),Solly March,Pass (Live)
2021-12-29,Brighton,Away,2,52,Alexis Mac Allister,Saved,26,Right Foot,Free kick,Solly March,Fouled,Marc Cucurella,Pass (Live)
2021-12-29,Brighton,Away,2,53,Yves Bissouma,Saved,29,Right Foot,Half volley,,,,
2021-12-29,Brighton,Away,2,57,Neal Maupay,Off Target,20,Right Foot,,Alexis Mac Allister,Pass (Live),Tariq Lamptey,Pass (Live)
2021-12-29,Brighton,Away,2,60,Neal Maupay,Blocked,10,Right Foot,,Alexis Mac Allister,Pass (Live),Joël Veltman,Pass (Live)
2021-12-29,Brighton,Away,2,61,Tariq Lamptey,Off Target,20,Left Foot,,Alexis Mac Allister,Pass (Live),Marc Cucurella,Pass (Live)
2021-12-29,Brighton,Away,2,65,Adam Lallana,Off Target,11,Left Foot,Half volley,Solly March,Pass (Live),Jakub Moder,Pass (Dead)
2021-12-29,Brighton,Away,2,85,Joël Veltman,Blocked,34,Right Foot,,Yves Bissouma,Pass (Live),Marc Cucurella,Pass (Live)
2021-12-29,Brighton,Away,2,90+1,Danny Welbeck,Goal,9,Head,,Marc Cucurella,Pass (Live),Enock Mwepu,Pass (Live)
2021-12-29,Brentford,Home,1,4,Shandon Baptiste,Wayward,25,Left Foot,Volley,,,,
2021-12-29,Brentford,Home,1,12,Frank Onyeka,Saved,18,Right Foot,,Shandon Baptiste,Pass (Live),Yoane Wissa,Fouled
2021-12-29,Brentford,Home,1,14,Mathias Jensen,Off Target,58,Right Foot,Lob,Mathias Jensen,Tackle,,
2021-12-29,Brentford,Home,1,15,Yoane Wissa,Saved,8,Left Foot,Half volley,Ethan Pinnock,Pass (Live),Mathias Jensen,Pass (Dead)
2021-12-29,Brentford,Home,2,58,Shandon Baptiste,Blocked,27,Right Foot,,,,,
2021-12-29,Brentford,Home,2,72,Frank Onyeka,Blocked,15,Right Foot,Half volley,Ethan Pinnock,Pass (Live),Mathias Jensen,Pass (Dead)
2021-12-29,Manchester City,Away,1,16,Phil Foden,Goal,7,Left Foot,Volley,Kevin De Bruyne,Pass (Live),João Cancelo,Pass (Live)
2021-12-29,Manchester City,Away,1,32,Gabriel Jesus,Blocked,15,Left Foot,,João Cancelo,Pass (Live),Rúben Dias,Pass (Live)
2021-12-29,Manchester City,Away,1,45+1,Fernandinho,Blocked,18,Right Foot,,,,,
2021-12-29,Manchester City,Away,1,45+1,Rúben Dias,Saved,28,Right Foot,,Fernandinho,Shot,,
2021-12-29,Manchester City,Away,2,46,Phil Foden,Off Target,12,Head,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live)
2021-12-29,Manchester City,Away,2,48,Kevin De Bruyne,Saved,25,Left Foot,,Fernandinho,Pass (Live),Bernardo Silva,Pass (Live)
2021-12-29,Manchester City,Away,2,66,Kevin De Bruyne,Woodwork,24,Right Foot,,Bernardo Silva,Pass (Live),Jack Grealish,Pass (Live)
2021-12-29,Manchester City,Away,2,66,Kevin De Bruyne,Off Target,15,Right Foot,Overhead kick,,,,
2021-12-29,Manchester City,Away,2,68,Kevin De Bruyne,Off Target,29,Right Foot,,Jack Grealish,Pass (Live),Kevin De Bruyne,Pass (Live)
2021-12-29,Manchester City,Away,2,74,Gabriel Jesus,Blocked,24,Right Foot,,Phil Foden,Pass (Live),Jack Grealish,Pass (Live)
2021-12-29,Manchester City,Away,2,77,Fernandinho,Off Target,17,Right Foot,Half volley,,,,
2021-12-29,Manchester City,Away,2,90+3,Gabriel Jesus,Saved,11,Left Foot,,Kevin De Bruyne,Pass (Dead),Phil Foden,Fouled
2021-12-30,Manchester Utd,Away,1,6,Cristiano Ronaldo,Off Target,15,Right Foot,Half volley,Luke Shaw,Pass (Live),Harry Maguire,Pass (Live)
2021-12-30,Manchester Utd,Away,1,8,Mason Greenwood,Blocked,18,Left Foot,,Aaron Wan-Bissaka,Pass (Live),Eric Bailly,Pass (Live)
2021-12-30,Manchester Utd,Away,1,8,Scott McTominay,Goal,18,Right Foot,,Cristiano Ronaldo,Pass (Live),Mason Greenwood,Pass (Live)
2021-12-30,Manchester Utd,Away,1,20,Luke Shaw,Off Target,22,Left Foot,,Nemanja Matić,Pass (Live),Luke Shaw,Pass (Live)
2021-12-30,Manchester Utd,Away,1,25,Edinson Cavani,Wayward,10,Left Foot,Volley,,,,
2021-12-30,Manchester Utd,Away,1,27,Jadon Sancho,Blocked,10,Right Foot,,Jadon Sancho,Dribble,Luke Shaw,Pass (Live)
2021-12-30,Manchester Utd,Away,1,30,Cristiano Ronaldo,Blocked,11,Right Foot,,Scott McTominay,Pass (Live),,
2021-12-30,Manchester Utd,Away,1,33,Mason Greenwood,Saved,25,Left Foot,,Aaron Wan-Bissaka,Pass (Live),Mason Greenwood,Pass (Live)
2021-12-30,Manchester Utd,Away,1,35,Scott McTominay,Saved to Post,22,Right Foot,,Jadon Sancho,Pass (Live),Mason Greenwood,Pass (Live)
2021-12-30,Manchester Utd,Away,1,35,Cristiano Ronaldo,Goal,6,Right Foot,"Open goal, Half volley",Scott McTominay,Shot,,
2021-12-30,Manchester Utd,Away,1,41,Cristiano Ronaldo,Off Target,4,Head,,Mason Greenwood,Pass (Live),Luke Shaw,Pass (Live)
2021-12-30,Manchester Utd,Away,1,45+2,Mason Greenwood,Off Target,16,Right Foot,,Mason Greenwood,Dribble,Luke Shaw,Pass (Live)
2021-12-30,Manchester Utd,Away,2,49,Cristiano Ronaldo,Wayward,10,Head,,Mason Greenwood,Pass (Live),Aaron Wan-Bissaka,Pass (Live)
2021-12-30,Manchester Utd,Away,2,50,Mason Greenwood,Saved,16,Left Foot,,Edinson Cavani,Pass (Live),Cristiano Ronaldo,Pass (Live)
2021-12-30,Manchester Utd,Away,2,63,Scott McTominay,Saved,28,Right Foot,,Cristiano Ronaldo,Pass (Live),Jadon Sancho,Pass (Live)
2021-12-30,Manchester Utd,Away,2,79,Cristiano Ronaldo,Blocked,24,Right Foot,Free kick,Scott McTominay,Fouled,,
2021-12-30,Manchester Utd,Away,2,84,Luke Shaw,Off Target,22,Left Foot,Volley,,,,
2021-12-30,Manchester Utd,Away,2,90,Cristiano Ronaldo,Off Target,16,Right Foot,Volley,Diogo Dalot,Pass (Live),Scott McTominay,Pass (Live)
2021-12-30,Burnley,Away,1,4,Dwight McNeil,Blocked,15,Left Foot,,Jóhann Berg Guðmundsson,Pass (Live),,
2021-12-30,Burnley,Away,1,4,Chris Wood,Off Target,9,Head,,Matthew Lowton,Pass (Live),Dwight McNeil,Shot
2021-12-30,Burnley,Away,1,10,Jóhann Berg Guðmundsson,Blocked,15,Left Foot,Half volley,Matthew Lowton,Pass (Live),Jack Cork,Pass (Live)
2021-12-30,Burnley,Away,1,13,Aaron Lennon,Wayward,26,Right Foot,Volley,,,,
2021-12-30,Burnley,Away,1,34,Chris Wood,Blocked,16,Left Foot,,Wayne Hennessey,Pass (Live),,
2021-12-30,Burnley,Away,1,38,Aaron Lennon,Goal,16,Right Foot,,Aaron Lennon,Fouled,Aaron Lennon,Dribble
2021-12-30,Burnley,Away,2,57,Chris Wood,Saved,14,Head,,Wayne Hennessey,Pass (Dead),Dwight McNeil,Fouled
2021-12-30,Burnley,Away,2,67,Ben Mee,Off Target,3,Head,,Ashley Westwood,Pass (Dead),Aaron Lennon,Pass (Live)
2021-12-30,Burnley,Away,2,89,James Tarkowski,Off Target,3,Head,,Ashley Westwood,Pass (Dead),,
2021-12-30,Burnley,Away,2,90+3,James Tarkowski,Saved,8,Head,,Wayne Hennessey,Pass (Dead),,
2022-01-01,Arsenal,Home,1,16,Martinelli,Saved,11,Right Foot,,Thomas Partey,Pass (Live),Thomas Partey,Dribble
2022-01-01,Arsenal,Home,1,27,Alexandre Lacazette,Blocked,22,Right Foot,,,,,
2022-01-01,Arsenal,Home,1,31,Bukayo Saka,Goal,16,Left Foot,,Kieran Tierney,Pass (Live),Martin Ødegaard,Pass (Live)
2022-01-01,Arsenal,Home,1,39,Martinelli,Off Target,22,Right Foot,,Alexandre Lacazette,Pass (Live),Bukayo Saka,Pass (Live)
2022-01-01,Arsenal,Home,1,43,Martinelli,Off Target,10,Left Foot,,Martinelli,Dribble,Martinelli,Dribble
2022-01-01,Arsenal,Home,2,51,Martinelli,Wayward,15,Left Foot,Volley,,,,
2022-01-01,Arsenal,Home,2,58,Martinelli,Woodwork,11,Left Foot,,,,,
2022-01-01,Manchester City,Away,1,4,Bernardo Silva,Blocked,7,Left Foot,Back heel,Riyad Mahrez,Pass (Live),Kevin De Bruyne,Pass (Dead)
2022-01-01,Manchester City,Away,1,5,Gabriel Jesus,Off Target,8,Head,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2022-01-01,Manchester City,Away,1,14,Rúben Dias,Off Target,8,Head,,Raheem Sterling,Pass (Live),João Cancelo,Pass (Live)
2022-01-01,Manchester City,Away,1,19,Kevin De Bruyne,Off Target,22,Right Foot,,Gabriel Jesus,Pass (Live),Raheem Sterling,Pass (Live)
2022-01-01,Manchester City,Away,2,57,Riyad Mahrez (pen),Goal,12,Left Foot,,Bernardo Silva,Fouled,Riyad Mahrez,Pass (Live)
2022-01-01,Manchester City,Away,2,66,Raheem Sterling,Off Target,23,Right Foot,,Bernardo Silva,Pass (Live),İlkay Gündoğan,Pass (Live)
2022-01-01,Manchester City,Away,2,71,Aymeric Laporte,Off Target,29,Left Foot,,Riyad Mahrez,Pass (Live),Bernardo Silva,Pass (Live)
2022-01-01,Manchester City,Away,2,74,João Cancelo,Blocked,30,Right Foot,,Rodri,Pass (Live),Raheem Sterling,Pass (Live)
2022-01-01,Manchester City,Away,2,74,Bernardo Silva,Blocked,16,Left Foot,,Kevin De Bruyne,Pass (Live),João Cancelo,Pass (Live)
2022-01-01,Manchester City,Away,2,80,João Cancelo,Off Target,22,Left Foot,,Riyad Mahrez,Pass (Live),Bernardo Silva,Pass (Live)
2022-01-01,Manchester City,Away,2,82,Rúben Dias,Blocked,28,Right Foot,,Rodri,Pass (Live),İlkay Gündoğan,Pass (Live)
2022-01-01,Manchester City,Away,2,87,Riyad Mahrez,Blocked,10,Right Foot,,João Cancelo,Pass (Live),Rodri,Pass (Live)
2022-01-01,Manchester City,Away,2,90+3,João Cancelo,Blocked,21,Right Foot,,Kevin De Bruyne,Pass (Dead),João Cancelo,Fouled
2022-01-01,Manchester City,Away,2,90+3,Aymeric Laporte,Blocked,12,Right Foot,Volley,,,,
2022-01-01,Manchester City,Away,2,90+3,Rodri,Goal,9,Left Foot,Half volley,Aymeric Laporte,Shot,,
2022-01-01,Watford,Home,1,2,Emmanuel Dennis,Saved,14,Left Foot,,Emmanuel Dennis,Dribble,Emmanuel Dennis,Dribble
2022-01-01,Watford,Home,1,25,Ken Sema,Saved,23,Right Foot,,Joshua King,Pass (Live),Joshua King,Fouled
2022-01-01,Watford,Home,2,54,Joshua King,Saved,28,Right Foot,,Ken Sema,Pass (Live),Ken Sema,Tackle
2022-01-01,Watford,Home,2,55,João Pedro,Saved,14,Left Foot,Volley,João Pedro,Interception,,
2022-01-01,Watford,Home,2,58,Joshua King,Off Target,8,Head,,Imran Louza,Pass (Dead),,
2022-01-01,Watford,Home,2,63,João Pedro,Off Target,21,Right Foot,Free kick,João Pedro,Fouled,Moussa Sissoko,Pass (Live)
2022-01-01,Tottenham,Away,1,17,Pierre Højbjerg,Off Target,17,Right Foot,Half volley,,,,
2022-01-01,Tottenham,Away,1,19,Harry Kane,Saved,23,Right Foot,,,,,
2022-01-01,Tottenham,Away,1,22,Davinson Sánchez,Wayward,7,Head,,Son Heung-min,Pass (Dead),,
2022-01-01,Tottenham,Away,1,26,Sergio Reguilón,Saved,21,Left Foot,,Pierre Højbjerg,Pass (Live),Oliver Skipp,Pass (Live)
2022-01-01,Tottenham,Away,1,26,Ben Davies,Blocked,26,Left Foot,,Pierre Højbjerg,Pass (Live),,
2022-01-01,Tottenham,Away,1,31,Harry Kane,Off Target,19,Right Foot,,Oliver Skipp,Fouled,Oliver Skipp,Pass (Live)
2022-01-01,Tottenham,Away,1,38,Son Heung-min,Blocked,13,Left Foot,Half volley,Emerson,Pass (Live),Oliver Skipp,Pass (Live)
2022-01-01,Tottenham,Away,1,40,Pierre Højbjerg,Saved,13,Head,,Emerson,Pass (Live),Pierre Højbjerg,Pass (Live)
2022-01-01,Tottenham,Away,2,46,Sergio Reguilón,Off Target,13,Left Foot,,,,,
2022-01-01,Tottenham,Away,2,50,Harry Kane,Blocked,23,Right Foot,,Sergio Reguilón,Pass (Live),Harry Kane,Pass (Live)
2022-01-01,Tottenham,Away,2,51,Lucas Moura,Saved,21,Right Foot,,Emerson,Pass (Live),Emerson,Dribble
2022-01-01,Tottenham,Away,2,52,Harry Kane,Saved,23,Left Foot,,Son Heung-min,Pass (Live),Pierre Højbjerg,Pass (Live)
2022-01-01,Tottenham,Away,2,67,Emerson,Wayward,17,Right Foot,Volley,Ben Davies,Pass (Live),Harry Kane,Pass (Live)
2022-01-01,Tottenham,Away,2,67,Son Heung-min,Off Target,7,Right Foot,Back heel,Emerson,Shot,,
2022-01-01,Tottenham,Away,2,72,Harry Kane,Blocked,10,Head,,Emerson,Pass (Live),Lucas Moura,Pass (Live)
2022-01-01,Tottenham,Away,2,72,Son Heung-min,Saved,9,Right Foot,Volley,Lucas Moura,Pass (Live),Eric Dier,Pass (Live)
2022-01-01,Tottenham,Away,2,77,Son Heung-min,Off Target,18,Right Foot,Half volley,Lucas Moura,Pass (Live),Ben Davies,Pass (Live)
2022-01-01,Tottenham,Away,2,82,Pierre Højbjerg,Saved,31,Right Foot,,Harry Kane,Pass (Live),Sergio Reguilón,Pass (Live)
2022-01-01,Tottenham,Away,2,82,Ben Davies,Blocked,25,Left Foot,,Pierre Højbjerg,Pass (Live),Lucas Moura,Pass (Live)
2022-01-01,Tottenham,Away,2,90+6,Davinson Sánchez,Goal,1,Head,Open goal,Son Heung-min,Pass (Dead),Son Heung-min,Fouled
2022-01-01,Tottenham,Away,2,90+9,Harry Kane,Saved,9,Head,,Emerson,Pass (Live),Son Heung-min,Pass (Live)
2022-01-01,Crystal Palace,Home,1,1,Jeffrey Schlupp,Woodwork,5,Right Foot,Half volley,Jordan Ayew,Pass (Live),,
2022-01-01,Crystal Palace,Home,1,7,Luka Milivojević,Off Target,26,Right Foot,Free kick,Christian Benteke,Fouled,Jeffrey Schlupp,Pass (Live)
2022-01-01,Crystal Palace,Home,1,8,Jeffrey Schlupp,Blocked,10,Right Foot,Half volley,Tyrick Mitchell,Pass (Live),,
2022-01-01,Crystal Palace,Home,1,16,Luka Milivojević,Wayward,27,Right Foot,Volley,,,,
2022-01-01,Crystal Palace,Home,1,32,Odsonne Édouard,Woodwork,14,Right Foot,,Jordan Ayew,Pass (Live),Odsonne Édouard,Pass (Live)
2022-01-01,Crystal Palace,Home,1,32,Christian Benteke,Blocked,16,Right Foot,,Will Hughes,Pass (Live),,
2022-01-01,Crystal Palace,Home,1,33,Jeffrey Schlupp,Blocked,16,Left Foot,,Tyrick Mitchell,Pass (Live),Jeffrey Schlupp,Pass (Live)
2022-01-01,Crystal Palace,Home,1,33,Christian Benteke,Saved,8,Right Foot,Half volley,Jeffrey Schlupp,Shot,,
2022-01-01,Crystal Palace,Home,1,33,Christian Benteke,Off Target,6,Head,,Luka Milivojević,Pass (Live),Jordan Ayew,Pass (Live)
2022-01-01,Crystal Palace,Home,1,38,Jordan Ayew,Saved,25,Right Foot,,Luka Milivojević,Pass (Live),,
2022-01-01,Crystal Palace,Home,1,42,Christian Benteke,Saved,14,Right Foot,Half volley,Joel Ward,Pass (Live),Jeffrey Schlupp,Pass (Live)
2022-01-01,Crystal Palace,Home,1,45,Will Hughes,Off Target,23,Left Foot,,Odsonne Édouard,Pass (Live),Marc Guéhi,Pass (Live)
2022-01-01,Crystal Palace,Home,2,49,Tyrick Mitchell,Blocked,16,Left Foot,,Odsonne Édouard,Pass (Live),Luka Milivojević,Pass (Live)
2022-01-01,Crystal Palace,Home,2,51,Odsonne Édouard,Off Target,23,Left Foot,,Will Hughes,Pass (Live),Odsonne Édouard,Tackle
2022-01-01,Crystal Palace,Home,2,55,Odsonne Édouard,Off Target,6,Left Foot,Half volley,Jordan Ayew,Pass (Live),Joachim Andersen,Pass (Live)
2022-01-01,Crystal Palace,Home,2,61,Jean-Philippe Mateta,Saved,8,Head,,Tyrick Mitchell,Pass (Live),Jordan Ayew,Pass (Live)
2022-01-01,Crystal Palace,Home,2,66,Odsonne Édouard,Off Target,17,Left Foot,Half volley,Jean-Philippe Mateta,Pass (Live),Christian Benteke,Pass (Live)
2022-01-01,Crystal Palace,Home,2,74,Jean-Philippe Mateta,Off Target,14,Head,,Tyrick Mitchell,Pass (Live),Will Hughes,Pass (Live)
2022-01-01,Crystal Palace,Home,2,79,Jordan Ayew,Blocked,15,Right Foot,Half volley,Tyrick Mitchell,Pass (Live),,
2022-01-01,Crystal Palace,Home,2,83,Odsonne Édouard,Goal,7,Right Foot,Volley,Michael Olise,Pass (Live),Joachim Andersen,Pass (Live)
2022-01-01,Crystal Palace,Home,2,90,Michael Olise,Goal,26,Left Foot,Free kick,Jordan Ayew,Fouled,Joel Ward,Pass (Live)
2022-01-01,Crystal Palace,Home,2,90+4,Jean-Philippe Mateta,Off Target,12,Right Foot,Overhead kick,Jeffrey Schlupp,Pass (Live),Michael Olise,Pass (Live)
2022-01-01,West Ham,Away,1,12,Vladimír Coufal,Off Target,18,Right Foot,Half volley,,,,
2022-01-01,West Ham,Away,1,14,Michail Antonio,Saved,6,Right Foot,Volley,Vladimír Coufal,Pass (Live),Ben Johnson,Pass (Live)
2022-01-01,West Ham,Away,1,14,Saïd Benrahma,Saved,8,Head,,Michail Antonio,Shot,,
2022-01-01,West Ham,Away,1,19,Saïd Benrahma,Off Target,6,Head,,Michail Antonio,Pass (Live),Manuel Lanzini,Pass (Live)
2022-01-01,West Ham,Away,1,22,Michail Antonio,Goal,7,Right Foot,Half volley,Saïd Benrahma,Pass (Live),Ben Johnson,Pass (Live)
2022-01-01,West Ham,Away,1,25,Manuel Lanzini,Goal,13,Left Foot,Half volley,Manuel Lanzini,Dribble,Declan Rice,Pass (Live)
2022-01-01,West Ham,Away,1,40,Jarrod Bowen,Blocked,15,Right Foot,Half volley,,,,
2022-01-01,West Ham,Away,1,45+5,Manuel Lanzini (pen),Goal,12,Right Foot,,Ben Johnson,Pass (Live),Declan Rice,Pass (Live)
2022-01-01,West Ham,Away,2,53,Saïd Benrahma,Off Target,11,Right Foot,Half volley,Vladimír Coufal,Pass (Live),Saïd Benrahma,Pass (Live)
2022-01-01,West Ham,Away,2,65,Michail Antonio,Off Target,24,Right Foot,Half volley,Michail Antonio,Dribble,Manuel Lanzini,Pass (Live)
2022-01-02,Leeds United,Home,1,17,Stuart Dallas,Saved,19,Right Foot,,Stuart Dallas,Dribble,Mateusz Klich,Pass (Live)
2022-01-02,Leeds United,Home,1,17,Jack Harrison,Blocked,16,Left Foot,,Mateusz Klich,Pass (Live),Junior Firpo,Pass (Live)
2022-01-02,Leeds United,Home,1,18,Raphael Dias Belloli,Off Target,49,Left Foot,Lob,Tyler Roberts,Pass (Live),,
2022-01-02,Leeds United,Home,1,21,Junior Firpo,Saved,11,Right Foot,"Deflected, Back heel",Raphael Dias Belloli,Pass (Live),Mateusz Klich,Pass (Live)
2022-01-02,Leeds United,Home,1,22,Stuart Dallas,Blocked,27,Right Foot,Half volley,,,,
2022-01-02,Leeds United,Home,1,29,Raphael Dias Belloli,Off Target,21,Left Foot,,Stuart Dallas,Pass (Live),,
2022-01-02,Leeds United,Home,1,33,Tyler Roberts,Blocked,17,Left Foot,,Jack Harrison,Pass (Live),Adam Forshaw,Pass (Live)
2022-01-02,Leeds United,Home,1,34,Tyler Roberts,Off Target,6,Head,,Luke Ayling,Pass (Live),Mateusz Klich,Pass (Live)
2022-01-02,Leeds United,Home,1,39,Jack Harrison,Saved,10,Left Foot,,Jack Harrison,Interception,,
2022-01-02,Leeds United,Home,1,39,Jack Harrison,Goal,9,Right Foot,Half volley,Jack Harrison,Shot,,
2022-01-02,Leeds United,Home,1,43,Raphael Dias Belloli,Blocked,10,Right Foot,,Tyler Roberts,Pass (Live),,
2022-01-02,Leeds United,Home,1,44,Stuart Dallas,Blocked,23,Right Foot,,Raphael Dias Belloli,Pass (Dead),,
2022-01-02,Leeds United,Home,1,44,Junior Firpo,Off Target,14,Left Foot,,Tyler Roberts,Pass (Live),Jack Harrison,Pass (Live)
2022-01-02,Leeds United,Home,1,45,Tyler Roberts,Saved,21,Right Foot,,Mateusz Klich,Pass (Live),,
2022-01-02,Leeds United,Home,2,47,Tyler Roberts,Blocked,29,Right Foot,,Mateusz Klich,Pass (Live),Junior Firpo,Pass (Live)
2022-01-02,Leeds United,Home,2,47,Tyler Roberts,Wayward,26,Right Foot,Half volley,Tyler Roberts,Shot,,
2022-01-02,Leeds United,Home,2,52,Tyler Roberts,Off Target,19,Right Foot,,Tyler Roberts,Dribble,Mateusz Klich,Pass (Live)
2022-01-02,Leeds United,Home,2,72,Raphael Dias Belloli,Off Target,8,Right Foot,,Daniel James,Pass (Live),Junior Firpo,Pass (Live)
2022-01-02,Leeds United,Home,2,76,Raphael Dias Belloli,Blocked,17,Left Foot,,Mateusz Klich,Pass (Live),Stuart Dallas,Pass (Live)
2022-01-02,Leeds United,Home,2,77,Stuart Dallas,Goal,22,Left Foot,,Mateusz Klich,Pass (Live),Raphael Dias Belloli,Pass (Live)
2022-01-02,Leeds United,Home,2,90,Joe Gelhardt,Blocked,19,Left Foot,,Daniel James,Pass (Live),Robin Koch,Pass (Live)
2022-01-02,Leeds United,Home,2,90+2,Daniel James,Goal,7,Head,,Joe Gelhardt,Pass (Live),Mateusz Klich,Pass (Live)
2022-01-02,Burnley,Away,1,33,Chris Wood,Saved,5,Right Foot,Volley,Charlie Taylor,Pass (Live),Jóhann Berg Guðmundsson,Pass (Live)
2022-01-02,Burnley,Away,1,36,Ashley Westwood,Blocked,28,Right Foot,,Dwight McNeil,Pass (Live),Aaron Lennon,Pass (Live)
2022-01-02,Burnley,Away,1,45+1,Jóhann Berg Guðmundsson,Blocked,26,Left Foot,,Jóhann Berg Guðmundsson,Interception,,
2022-01-02,Burnley,Away,1,45+1,Chris Wood,Off Target,15,Left Foot,Half volley,Charlie Taylor,Pass (Live),Charlie Taylor,Dribble
2022-01-02,Burnley,Away,2,54,Maxwel Cornet,Goal,30,Left Foot,Free kick,Maxwel Cornet,Fouled,Chris Wood,Pass (Live)
2022-01-02,Burnley,Away,2,64,Maxwel Cornet,Off Target,4,Left Foot,Half volley,Ashley Westwood,Pass (Dead),James Tarkowski,Pass (Live)
2022-01-02,Burnley,Away,2,75,Maxwel Cornet,Off Target,6,Left Foot,,Matthew Lowton,Pass (Live),Ashley Westwood,Pass (Live)
2022-01-02,Burnley,Away,2,90+4,Maxwel Cornet,Off Target,23,Right Foot,,Matthew Lowton,Fouled,Matthew Lowton,Tackle
2022-01-02,Brentford,Home,1,29,Mathias Jensen,Off Target,14,Right Foot,Half volley,Christian Nørgaard,Pass (Live),,
2022-01-02,Brentford,Home,1,33,Yoane Wissa,Wayward,8,Head,,Mathias Jensen,Pass (Live),Mads Bech Sørensen,Pass (Dead)
2022-01-02,Brentford,Home,1,42,Yoane Wissa,Goal,20,Left Foot,,Mads Roerslev,Pass (Live),Mathias Jensen,Pass (Live)
2022-01-02,Brentford,Home,1,45+2,Pontus Jansson,Off Target,11,Head,,Mathias Jensen,Pass (Dead),,
2022-01-02,Brentford,Home,2,49,Mads Roerslev,Off Target,28,Right Foot,Half volley,,,,
2022-01-02,Brentford,Home,2,56,Ivan Toney,Off Target,10,Head,,Mads Bech Sørensen,Pass (Dead),,
2022-01-02,Brentford,Home,2,75,Frank Onyeka,Saved,20,Right Foot,,Ivan Toney,Pass (Live),Frank Onyeka,Pass (Live)
2022-01-02,Brentford,Home,2,83,Mads Roerslev,Saved,12,Right Foot,,Shandon Baptiste,Pass (Live),Vitaly Janelt,Pass (Live)
2022-01-02,Brentford,Home,2,83,Mads Roerslev,Goal,7,Left Foot,Half volley,Mads Roerslev,Shot,,
2022-01-02,Brentford,Home,2,90+5,Ivan Toney,Off Target,36,Left Foot,Lob,,,,
2022-01-02,Aston Villa,Away,1,9,John McGinn,Off Target,31,Left Foot,Half volley,Matty Cash,Pass (Live),,
2022-01-02,Aston Villa,Away,1,12,Danny Ings,Blocked,16,Left Foot,,Emi Buendía,Pass (Live),Bertrand Traoré,Pass (Live)
