Date,Squad,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event,45+,Home_Away,order,xG
2021-11-06,Chelsea,1,33,Kai Havertz,Goal,8,Head,,Reece James,Pass (Live),N'Golo Kanté,Pass (Live),0,Home,103,0.3214491605758667
2021-11-06,Chelsea,1,44,Ross Barkley,Off Target,30,Right Foot,,Ross Barkley,Dribble,N'Golo Kanté,Pass (Live),0,Home,103,0.021451402455568317
2021-11-06,Chelsea,2,49,Reece James,Blocked,18,Right Foot,,Ross Barkley,Pass (Live),Antonio Rüdiger,Pass (Live),0,Home,103,0.07387852668762207
2021-11-06,Chelsea,2,50,Thiago Silva,Woodwork,9,Head,,Reece James,Pass (Live),Callum Hudson-Odoi,Pass (Live),0,Home,103,0.05768683180212975
2021-11-06,Chelsea,2,53,Kai Havertz,Off Target,8,Right Foot,,Callum Hudson-Odoi,Pass (Live),Ross Barkley,Pass (Live),0,Home,103,0.4968571662902832
2021-11-06,Chelsea,2,60,Kai Havertz,Blocked,16,Right Foot,,Antonio Rüdiger,Pass (Live),Ben Chilwell,Pass (Live),0,Home,103,0.06581886857748033
2021-11-06,Chelsea,2,65,Callum Hudson-Odoi,Saved,11,Left Foot,,Callum Hudson-Odoi,Dribble,Ross Barkley,Pass (Live),0,Home,103,0.2106021493673325
2021-11-06,Chelsea,2,65,Ross Barkley,Blocked,25,Right Foot,,Ross Barkley,Dribble,Ross Barkley,Fouled,0,Home,103,0.02195057459175587
2021-11-06,Chelsea,2,65,Ben Chilwell,Blocked,13,Right Foot,,Reece James,Pass (Live),Reece James,Dribble,0,Home,103,0.0832296684384346
2021-11-06,Chelsea,2,66,Jorginho,Blocked,26,Right Foot,Half volley,Ben Chilwell,Shot,,,0,Home,103,0.01954057812690735
2021-11-06,Chelsea,2,72,Ross Barkley,Off Target,14,Left Foot,,Callum Hudson-Odoi,Pass (Live),Reece James,Pass (Live),0,Home,103,0.3768042922019959
2021-11-06,Burnley,2,75,Josh Brownhill,Blocked,22,Right Foot,,Maxwel Cornet,Pass (Live),James Tarkowski,Pass (Live),0,Away,103,0.02087802067399025
2021-11-06,Burnley,2,75,Jay Rodriguez,Off Target,6,Head,,Ashley Westwood,Pass (Dead),Josh Brownhill,Shot,0,Away,103,0.04446680471301079
2021-11-06,Burnley,2,79,Matěj Vydra,Goal,4,Right Foot,"Open goal, Half volley",Jay Rodriguez,Pass (Live),Ashley Westwood,Pass (Live),0,Away,103,0.5020049214363098
2021-11-06,Chelsea,2,84,Ben Chilwell,Blocked,25,Left Foot,,Antonio Rüdiger,Pass (Live),,,0,Home,103,0.01828909479081631
2021-11-06,Chelsea,2,86,Thiago Silva,Blocked,10,Head,,Mason Mount,Pass (Dead),,,0,Home,103,0.012048020027577877
2021-11-06,Chelsea,2,86,Ben Chilwell,Blocked,17,Left Foot,Volley,Thiago Silva,Shot,,,0,Home,103,0.060103021562099464
2021-11-06,Chelsea,2,87,Antonio Rüdiger,Blocked,11,Left Foot,Half volley,Ben Chilwell,Pass (Live),Mason Mount,Pass (Dead),0,Home,103,0.06496855616569519
2021-11-06,Chelsea,2,87,Thiago Silva,Off Target,15,Left Foot,Volley,Antonio Rüdiger,Shot,,,0,Home,103,0.06896963715553284
2021-11-06,Burnley,2,94,Matěj Vydra,Off Target,23,Right Foot,Lob,Nick Pope,Pass (Live),,,0,Away,103,0.04805099219083786
2021-11-06,Crystal Palace,1,7,Christian Benteke,Off Target,11,Head,,Conor Gallagher,Pass (Dead),Wilfried Zaha,Pass (Live),0,Home,104,0.017692165449261662
2021-11-06,Crystal Palace,1,15,Odsonne Édouard,Saved,16,Right Foot,Deflected,Wilfried Zaha,Pass (Live),Odsonne Édouard,Pass (Live),0,Home,104,0.08448797464370728
2021-11-06,Wolves,1,18,Hwang Hee-chan,Blocked,14,Right Foot,Volley,,,,,0,Away,104,0.08295772224664688
2021-11-06,Crystal Palace,1,35,Odsonne Édouard,Off Target,11,Head,,Conor Gallagher,Pass (Dead),James McArthur,Fouled,0,Home,104,0.05440788343548775
2021-11-06,Wolves,1,39,Raúl Jiménez,Saved,12,Head,,João Moutinho,Pass (Dead),Nélson Semedo,Fouled,0,Away,104,0.08264703303575516
2021-11-06,Crystal Palace,2,54,Christian Benteke,Saved,13,Right Foot,,Christian Benteke,Dribble,Wilfried Zaha,Pass (Live),0,Home,104,0.10221803933382034
2021-11-06,Crystal Palace,2,54,Odsonne Édouard,Blocked,15,Left Foot,,Odsonne Édouard,Dribble,Conor Gallagher,Pass (Live),0,Home,104,0.16952264308929446
2021-11-06,Crystal Palace,2,55,Cheikhou Kouyaté,Off Target,27,Right Foot,,Cheikhou Kouyaté,Dribble,Odsonne Édouard,Shot,0,Home,104,0.01588895358145237
2021-11-06,Crystal Palace,2,56,Christian Benteke,Saved,7,Head,,Conor Gallagher,Pass (Dead),,,0,Home,104,0.0350835807621479
2021-11-06,Crystal Palace,2,61,Wilfried Zaha,Goal,8,Right Foot,,James McArthur,Pass (Live),,,0,Home,104,0.3229609727859497
2021-11-06,Crystal Palace,2,72,Odsonne Édouard,Saved,11,Left Foot,,Tyrick Mitchell,Pass (Live),James McArthur,Pass (Live),0,Home,104,0.31035754084587097
2021-11-06,Crystal Palace,2,72,Conor Gallagher,Wayward,3,Left Foot,Back heel,Odsonne Édouard,Pass (Live),,,0,Home,104,0.8128463625907898
2021-11-06,Crystal Palace,2,78,Conor Gallagher,Goal,15,Left Foot,Deflected,,,,,0,Home,104,0.09621569514274596
2021-11-06,Wolves,2,82,João Moutinho,Saved,25,Right Foot,Free kick,Daniel Podence,Fouled,Romain Saïss,Pass (Live),0,Away,104,0.07270828634500504
2021-11-06,Wolves,2,83,Rúben Neves,Off Target,23,Right Foot,Half volley,,,,,0,Away,104,0.01584647223353386
2021-11-06,Crystal Palace,2,86,Wilfried Zaha,Wayward,12,Left Foot,,Jeffrey Schlupp,Pass (Live),Michael Olise,Pass (Live),0,Home,104,0.5322396159172058
2021-11-06,Crystal Palace,2,90,Jordan Ayew,Blocked,6,Left Foot,,Tyrick Mitchell,Pass (Live),Joachim Andersen,Pass (Dead),0,Home,104,0.09768666326999664
2021-11-06,Brighton,1,6,Leandro Trossard,Saved,12,Head,,Tariq Lamptey,Pass (Live),Joël Veltman,Pass (Live),0,Home,105,0.04738260805606842
2021-11-06,Newcastle Utd,1,7,Jacob Murphy,Off Target,18,Right Foot,,Miguel Almirón,Pass (Live),Jacob Murphy,Pass (Live),0,Away,105,0.03960496187210083
2021-11-06,Brighton,1,9,Shane Duffy,Saved,12,Head,,Leandro Trossard,Pass (Dead),Tariq Lamptey,Dribble,0,Home,105,0.0180944986641407
2021-11-06,Brighton,1,24,Leandro Trossard (pen),Goal,12,Right Foot,,Leandro Trossard,Fouled,,,0,Home,105,0.7611688375473022
2021-11-06,Brighton,1,27,Tariq Lamptey,Wayward,9,Left Foot,Half volley,Joël Veltman,Pass (Live),Adam Lallana,Pass (Live),0,Home,105,0.09332501888275146
2021-11-06,Brighton,1,27,Marc Cucurella,Wayward,19,Right Foot,,Solly March,Pass (Live),Tariq Lamptey,Shot,0,Home,105,0.04575120285153389
2021-11-06,Newcastle Utd,1,42,Isaac Hayden,Wayward,11,Head,,Matt Ritchie,Pass (Dead),Miguel Almirón,Pass (Live),0,Away,105,0.025733040645718568
2021-11-06,Brighton,1,47,Solly March,Off Target,6,Other,,Tariq Lamptey,Pass (Live),Adam Lallana,Pass (Live),1,Home,105,0.07108599692583084
2021-11-06,Brighton,2,47,Leandro Trossard,Saved,11,Right Foot,,Adam Lallana,Pass (Live),Adam Lallana,Dribble,0,Home,105,0.08347919583320618
2021-11-06,Brighton,2,47,Marc Cucurella,Off Target,10,Head,,Leandro Trossard,Pass (Live),Solly March,Pass (Live),0,Home,105,0.06672419607639313
2021-11-06,Brighton,2,52,Leandro Trossard,Off Target,24,Right Foot,,Marc Cucurella,Pass (Live),Tariq Lamptey,Pass (Live),0,Home,105,0.025294393301010132
2021-11-06,Brighton,2,55,Tariq Lamptey,Saved,15,Right Foot,,Robert Sánchez,Pass (Live),Lewis Dunk,Pass (Live),0,Home,105,0.049708932638168335
2021-11-06,Newcastle Utd,2,55,Matt Ritchie,Saved,23,Right Foot,"Deflected, Volley",,,,,0,Away,105,0.016555758193135258
2021-11-06,Brighton,2,56,Adam Lallana,Off Target,17,Left Foot,,Leandro Trossard,Pass (Live),,,0,Home,105,0.09354551136493684
2021-11-06,Brighton,2,60,Alexis Mac Allister,Blocked,27,Left Foot,,Joël Veltman,Pass (Live),,,0,Home,105,0.024432966485619545
2021-11-06,Newcastle Utd,2,63,Isaac Hayden,Blocked,17,Left Foot,Half volley,,,,,0,Away,105,0.028051406145095825
2021-11-06,Newcastle Utd,2,66,Isaac Hayden,Goal,8,Right Foot,Half volley,Ciaran Clark,Pass (Live),Matt Ritchie,Pass (Live),0,Away,105,0.10363443195819856
2021-11-06,Newcastle Utd,2,85,Jacob Murphy,Off Target,28,Right Foot,Half volley,,,,,0,Away,105,0.013741455040872095
2021-11-06,Brighton,2,90,Yves Bissouma,Blocked,24,Right Foot,,,,,,0,Home,105,0.028478365391492844
2021-11-06,Brighton,2,96,Leandro Trossard,Blocked,21,Right Foot,,Marc Cucurella,Pass (Live),Leandro Trossard,Pass (Live),0,Home,105,0.02275988087058068
2021-11-07,Everton,1,6,Ben Godfrey,Saved,25,Right Foot,,Ben Godfrey,Interception,,,0,Home,106,0.01695531792938709
2021-11-07,Everton,1,8,Michael Keane,Off Target,10,Head,,Fabian Delph,Pass (Live),Demarai Gray,Pass (Dead),0,Home,106,0.019457407295703888
2021-11-07,Tottenham,1,18,Lucas Moura,Blocked,16,Right Foot,,Lucas Moura,Dribble,,,0,Away,106,0.1662612110376358
2021-11-07,Tottenham,1,19,Harry Kane,Blocked,26,Right Foot,,Ben Davies,Pass (Live),Sergio Reguilón,Pass (Live),0,Away,106,0.022970948368310932
2021-11-07,Tottenham,1,19,Harry Kane,Blocked,15,Right Foot,,Lucas Moura,Pass (Live),Pierre Højbjerg,Pass (Live),0,Away,106,0.08870784938335419
2021-11-07,Tottenham,1,22,Emerson,Off Target,6,Head,,Sergio Reguilón,Pass (Live),Harry Kane,Pass (Live),0,Away,106,0.10754557698965073
2021-11-07,Everton,1,24,Demarai Gray,Blocked,24,Right Foot,,,,,,0,Home,106,0.023956218734383583
2021-11-07,Everton,1,33,Richarlison,Off Target,13,Head,,Allan,Pass (Live),Lucas Digne,Pass (Live),0,Home,106,0.04245511814951897
2021-11-07,Everton,1,35,Demarai Gray,Blocked,18,Right Foot,,Allan,Pass (Live),Andros Townsend,Pass (Live),0,Home,106,0.054850317537784576
2021-11-07,Everton,1,35,Demarai Gray,Blocked,24,Right Foot,,Allan,Pass (Live),Lucas Digne,Pass (Live),0,Home,106,0.039891183376312256
2021-11-07,Tottenham,1,46,Sergio Reguilón,Off Target,8,Left Foot,Half volley,Harry Kane,Pass (Live),Son Heung-min,Pass (Live),1,Away,106,0.3463995158672333
2021-11-07,Everton,2,50,Anthony Gordon,Off Target,17,Right Foot,Volley,Demarai Gray,Pass (Live),Demarai Gray,Dribble,0,Home,106,0.03394227474927902
2021-11-07,Tottenham,2,56,Sergio Reguilón,Blocked,18,Right Foot,,Son Heung-min,Pass (Live),Eric Dier,Pass (Live),0,Away,106,0.031090894713997837
2021-11-07,Tottenham,2,61,Ben Davies,Off Target,28,Left Foot,,Oliver Skipp,Pass (Live),Harry Kane,Pass (Live),0,Away,106,0.015559213235974312
2021-11-07,Everton,2,68,Tom Davies,Blocked,17,Right Foot,,Ben Godfrey,Pass (Live),,,0,Home,106,0.04671178758144379
2021-11-07,Everton,2,70,Demarai Gray,Blocked,13,Right Foot,,Anthony Gordon,Pass (Live),Andros Townsend,Pass (Live),0,Home,106,0.11833538115024568
2021-11-07,Everton,2,70,Tom Davies,Saved,20,Right Foot,Half volley,,,,,0,Home,106,0.04427653551101685
2021-11-07,Everton,2,76,Anthony Gordon,Blocked,17,Right Foot,Volley,,,,,0,Home,106,0.04318532347679138
2021-11-07,Everton,2,82,Demarai Gray,Off Target,11,Right Foot,,Lucas Digne,Pass (Live),Tom Davies,Pass (Live),0,Home,106,0.11912892758846284
2021-11-07,Tottenham,2,88,Giovani Lo Celso,Woodwork,25,Left Foot,,Oliver Skipp,Pass (Live),Pierre Højbjerg,Tackle,0,Away,106,0.023262405768036842
2021-11-07,Leeds United,1,2,Rodrigo,Saved,25,Left Foot,,Adam Forshaw,Pass (Live),,,0,Home,107,0.01719662919640541
2021-11-07,Leicester City,1,3,Harvey Barnes,Saved,20,Right Foot,,Boubakary Soumaré,Tackle,,,0,Away,107,0.03943383693695069
2021-11-07,Leeds United,1,5,Jack Harrison,Saved,20,Right Foot,Deflected,Diego Llorente,Pass (Live),Liam Cooper,Pass (Live),0,Home,107,0.02871435694396496
2021-11-07,Leeds United,1,5,Kalvin Phillips,Saved,6,Head,,Raphael Dias Belloli,Pass (Dead),Jack Harrison,Shot,0,Home,107,0.2496962994337082
2021-11-07,Leeds United,1,21,Rodrigo,Blocked,25,Left Foot,Half volley,,,,,0,Home,107,0.01386214327067137
2021-11-07,Leeds United,1,23,Daniel James,Off Target,19,Right Foot,Half volley,,,,,0,Home,107,0.02814580127596855
2021-11-07,Leeds United,1,23,Rodrigo,Blocked,15,Left Foot,,,,,,0,Home,107,0.0552157573401928
2021-11-07,Leeds United,1,26,Raphael Dias Belloli,Goal,30,Left Foot,Free kick,Raphael Dias Belloli,Fouled,Stuart Dallas,Pass (Live),0,Home,107,0.03450431674718857
2021-11-07,Leicester City,1,28,Harvey Barnes,Goal,18,Right Foot,,Boubakary Soumaré,Pass (Live),Jonny Evans,Pass (Live),0,Away,107,0.035819865763187415
2021-11-07,Leicester City,1,45,Youri Tielemans,Off Target,15,Right Foot,,Ademola Lookman,Pass (Live),Youri Tielemans,Pass (Live),1,Away,107,0.12089483439922333
2021-11-07,Leicester City,2,47,Youri Tielemans,Off Target,23,Right Foot,,,,,,0,Away,107,0.02317911759018898
2021-11-07,Leeds United,2,49,Kalvin Phillips,Wayward,6,Head,,Raphael Dias Belloli,Pass (Dead),,,0,Home,107,0.11620567739009854
2021-11-07,Leeds United,2,49,Jack Harrison,Off Target,2,Other,Open goal,Kalvin Phillips,Shot,,,0,Home,107,0.9246001839637756
2021-11-07,Leeds United,2,50,Daniel James,Off Target,17,Left Foot,,Daniel James,Pass (Live),,,0,Home,107,0.04313639923930168
2021-11-07,Leeds United,2,53,Rodrigo,Saved,24,Left Foot,,Jack Harrison,Pass (Live),Rodrigo,Pass (Live),0,Home,107,0.022336417809128758
2021-11-07,Leeds United,2,56,Daniel James,Off Target,21,Right Foot,,,,,,0,Home,107,0.018575944006443024
2021-11-07,Leeds United,2,57,Daniel James,Blocked,23,Left Foot,,Raphael Dias Belloli,Pass (Live),,,0,Home,107,0.03280612453818321
2021-11-07,Leeds United,2,57,Rodrigo,Off Target,8,Left Foot,Volley,Stuart Dallas,Pass (Live),Raphael Dias Belloli,Pass (Live),0,Home,107,0.27102822065353394
2021-11-07,Leicester City,2,61,Boubakary Soumaré,Off Target,23,Right Foot,,Harvey Barnes,Pass (Live),Youri Tielemans,Pass (Live),0,Away,107,0.0237288661301136
2021-11-07,Leicester City,2,67,Jamie Vardy,Wayward,7,Head,,Youri Tielemans,Pass (Dead),,,0,Away,107,0.1040196493268013
2021-11-07,Leeds United,2,74,Daniel James,Off Target,22,Left Foot,,Rodrigo,Pass (Live),Rodrigo,Dribble,0,Home,107,0.04020478203892708
2021-11-07,Leicester City,2,75,Youri Tielemans,Saved,14,Right Foot,,,,,,0,Away,107,0.31750738620758057
2021-11-07,Leeds United,2,78,Daniel James,Off Target,19,Left Foot,,Raphael Dias Belloli,Pass (Live),Rodrigo,Interception,0,Home,107,0.07894941419363022
2021-11-07,Leicester City,2,80,Çağlar Söyüncü,Off Target,12,Left Foot,Half volley,James Maddison,Pass (Live),Daniel Amartey,Pass (Live),0,Away,107,0.06672297418117523
2021-11-07,Leicester City,2,88,Wilfred Ndidi,Off Target,19,Left Foot,,Kiernan Dewsbury Hall,Pass (Live),James Maddison,Pass (Live),0,Away,107,0.06398595124483109
2021-11-07,Leeds United,2,91,Raphael Dias Belloli,Blocked,19,Left Foot,,Stuart Dallas,Pass (Dead),Daniel James,Pass (Live),0,Home,107,0.03327449783682823
2021-11-07,Leeds United,2,91,Raphael Dias Belloli,Off Target,15,Left Foot,,Raphael Dias Belloli,Shot,,,0,Home,107,0.0667191669344902
2021-11-07,Arsenal,1,7,Alexandre Lacazette,Saved,14,Right Foot,Lob,Ainsley Maitland-Niles,Pass (Live),Ainsley Maitland-Niles,Interception,0,Home,108,0.09895437955856323
2021-11-07,Arsenal,1,16,Albert Sambi Lokonga,Off Target,29,Right Foot,Half volley,,,,,0,Home,108,0.018453987315297127
2021-11-07,Arsenal,1,29,Albert Sambi Lokonga,Blocked,20,Left Foot,Volley,Alexandre Lacazette,Pass (Live),Bukayo Saka,Pass (Dead),0,Home,108,0.034258469939231866
2021-11-07,Arsenal,1,34,Ainsley Maitland-Niles,Wayward,28,Right Foot,Half volley,,,,,0,Home,108,0.01009124331176281
2021-11-07,Arsenal,1,36,Pierre-Emerick Aubameyang (pen),Saved,12,Right Foot,,Alexandre Lacazette,Fouled,Ainsley Maitland-Niles,Shot,0,Home,108,0.7611688375473022
2021-11-07,Arsenal,1,39,Nuno Tavares,Off Target,12,Head,,Takehiro Tomiyasu,Pass (Live),Bukayo Saka,Pass (Live),0,Home,108,0.08118273317813872
2021-11-07,Watford,1,40,Juraj Kucka,Blocked,19,Right Foot,,Juraj Kucka,Dribble,Juraj Kucka,Tackle,0,Away,108,0.0728793740272522
2021-11-07,Watford,1,41,Danny Rose,Blocked,16,Left Foot,,Joshua King,Pass (Live),Ozan Tufan,Pass (Dead),0,Away,108,0.03772512823343277
2021-11-07,Arsenal,1,43,Gabriel Dos Santos,Saved,5,Head,,Bukayo Saka,Pass (Dead),,,0,Home,108,0.12350689619779588
2021-11-07,Arsenal,2,47,Albert Sambi Lokonga,Saved,20,Right Foot,,Alexandre Lacazette,Pass (Live),Bukayo Saka,Pass (Live),0,Home,108,0.04079364985227585
2021-11-07,Watford,2,53,Emmanuel Dennis,Off Target,17,Right Foot,,Moussa Sissoko,Pass (Live),Juraj Kucka,Pass (Live),0,Away,108,0.02419520728290081
2021-11-07,Arsenal,2,56,Emile Smith Rowe,Goal,20,Right Foot,Deflected,,,,,0,Home,108,0.07187267392873764
2021-11-07,Watford,2,72,Joshua King,Blocked,15,Left Foot,Volley,João Pedro,Pass (Live),Danny Rose,Pass (Live),0,Away,108,0.0663793683052063
2021-11-07,Arsenal,2,78,Emile Smith Rowe,Off Target,15,Left Foot,,,,,,0,Home,108,0.08572062104940414
2021-11-07,Watford,2,83,Joshua King,Blocked,15,Left Foot,Half volley,Cucho,Pass (Live),Kiko Femenía,Pass (Live),0,Away,108,0.05929142609238625
2021-11-07,Watford,2,85,Juraj Kucka,Saved,33,Right Foot,,Nicolas Nkoulou,Pass (Live),Moussa Sissoko,Pass (Live),0,Away,108,0.012984516099095345
2021-11-07,Watford,2,86,Joshua King,Off Target,18,Right Foot,,Danny Rose,Pass (Live),Ben Foster,Pass (Live),0,Away,108,0.21820349991321564
2021-11-07,Arsenal,2,91,Martin Ødegaard,Blocked,21,Left Foot,Free kick,Nuno Tavares,Fouled,Nuno Tavares,Dribble,0,Home,108,0.0974944531917572
2021-11-07,Arsenal,2,91,Pierre-Emerick Aubameyang,Blocked,8,Head,,Bukayo Saka,Pass (Dead),Martin Ødegaard,Shot,0,Home,108,0.017612364143133163
2021-11-07,Arsenal,2,91,Albert Sambi Lokonga,Saved,22,Right Foot,,Mohamed Elneny,Pass (Live),Pierre-Emerick Aubameyang,Shot,0,Home,108,0.021648190915584564
2021-11-07,Arsenal,2,95,Pierre-Emerick Aubameyang,Blocked,23,Left Foot,,Mohamed Elneny,Pass (Live),Takehiro Tomiyasu,Interception,0,Home,108,0.029319005087018013
2021-11-07,Liverpool,1,29,Sadio Mané,Blocked,32,Right Foot,,Diogo Jota,Pass (Live),Sadio Mané,Pass (Live),0,Away,109,0.013670389540493488
2021-11-07,Liverpool,1,32,Diogo Jota,Off Target,10,Head,,Jordan Henderson,Pass (Live),Fabinho,Pass (Live),0,Away,109,0.049484394490718835
2021-11-07,Liverpool,1,33,Virgil van Dijk,Blocked,13,Head,,Trent Alexander-Arnold,Pass (Dead),Fabinho,Fouled,0,Away,109,0.021448556333780292
2021-11-07,Liverpool,1,35,Trent Alexander-Arnold,Off Target,17,Right Foot,Volley,,,,,0,Away,109,0.0588320717215538
2021-11-07,Liverpool,1,41,Trent Alexander-Arnold,Goal,22,Right Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Dead),0,Away,109,0.11406981945037843
2021-11-07,Liverpool,1,45,Sadio Mané,Blocked,16,Left Foot,,Jordan Henderson,Pass (Live),Sadio Mané,Pass (Live),1,Away,109,0.10571783035993576
2021-11-07,West Ham,2,50,Craig Dawson,Woodwork,3,Head,,Pablo Fornals,Pass (Dead),Declan Rice,Pass (Live),0,Home,109,0.13240574300289154
2021-11-07,West Ham,1,51,Jarrod Bowen,Blocked,10,Left Foot,,Saïd Benrahma,Pass (Live),Declan Rice,Pass (Live),1,Home,109,0.12318599224090575
2021-11-07,Liverpool,2,52,Sadio Mané,Saved,9,Left Foot,Volley,Andrew Robertson,Pass (Live),Trent Alexander-Arnold,Pass (Live),0,Away,109,0.31882208585739136
2021-11-07,Liverpool,1,53,Jordan Henderson,Blocked,24,Right Foot,Half volley,,,,,1,Away,109,0.015761904418468475
2021-11-07,Liverpool,2,55,Mohamed Salah,Blocked,15,Left Foot,,Trent Alexander-Arnold,Pass (Live),Jordan Henderson,Pass (Live),0,Away,109,0.06242888793349266
2021-11-07,West Ham,2,56,Craig Dawson,Saved,13,Head,,Saïd Benrahma,Pass (Live),Declan Rice,Pass (Live),0,Home,109,0.013275284320116043
2021-11-07,Liverpool,2,57,Alex Oxlade-Chamberlain,Blocked,25,Left Foot,,Diogo Jota,Pass (Live),Mohamed Salah,Pass (Live),0,Away,109,0.017595121636986732
2021-11-07,Liverpool,2,57,Mohamed Salah,Off Target,14,Left Foot,Half volley,Sadio Mané,Pass (Live),Andrew Robertson,Pass (Live),0,Away,109,0.09281934052705763
2021-11-07,West Ham,2,65,Ben Johnson,Off Target,34,Right Foot,,,,,,0,Home,109,0.0144167123362422
2021-11-07,West Ham,2,67,Pablo Fornals,Goal,19,Left Foot,,Jarrod Bowen,Pass (Live),Jarrod Bowen,Dribble,0,Home,109,0.4880114495754242
2021-11-07,Liverpool,2,69,Diogo Jota,Off Target,6,Head,,Jordan Henderson,Pass (Live),,,0,Away,109,0.05768434703350068
2021-11-07,West Ham,2,74,Michail Antonio,Blocked,16,Right Foot,,Pablo Fornals,Pass (Live),,,0,Home,109,0.07469386607408524
2021-11-07,West Ham,2,74,Kurt Zouma,Goal,2,Head,,Jarrod Bowen,Pass (Dead),Michail Antonio,Shot,0,Home,109,0.4069907069206238
2021-11-07,Liverpool,2,82,Thiago Alcántara,Saved,18,Right Foot,,,,,,0,Away,109,0.06188836693763732
2021-11-07,Liverpool,2,83,Divock Origi,Goal,16,Left Foot,Half volley,,,,,0,Away,109,0.06149769574403763
2021-11-07,Liverpool,2,91,Sadio Mané,Off Target,6,Head,Diving header,Trent Alexander-Arnold,Pass (Dead),Takumi Minamino,Fouled,0,Away,109,0.3701496124267578
2021-11-07,Liverpool,2,94,Divock Origi,Saved,8,Head,,Trent Alexander-Arnold,Pass (Live),Thiago Alcántara,Pass (Live),0,Away,109,0.03454169631004333
2021-11-20,Chelsea,1,4,Ben Chilwell,Woodwork,9,Left Foot,,Jorginho,Pass (Dead),Jorginho,Fouled,0,Away,110,0.30874624848365784
2021-11-20,Chelsea,1,14,Antonio Rüdiger,Goal,5,Head,,Ben Chilwell,Pass (Dead),N'Golo Kanté,Pass (Live),0,Away,110,0.2594345211982727
2021-11-20,Chelsea,1,17,N'Golo Kanté,Saved,19,Right Foot,Half volley,Jorginho,Pass (Live),Callum Hudson-Odoi,Pass (Live),0,Away,110,0.29576313495635986
2021-11-20,Chelsea,1,17,Kai Havertz,Blocked,22,Right Foot,,N'Golo Kanté,Shot,,,0,Away,110,0.04654022678732872
2021-11-20,Chelsea,1,22,Mason Mount,Off Target,21,Right Foot,Free kick,Callum Hudson-Odoi,Fouled,Antonio Rüdiger,Pass (Live),0,Away,110,0.07619538903236389
2021-11-20,Chelsea,1,28,N'Golo Kanté,Goal,18,Left Foot,,Reece James,Pass (Live),Reece James,Dribble,0,Away,110,0.0702231153845787
2021-11-20,Chelsea,1,38,N'Golo Kanté,Saved,8,Head,,Ben Chilwell,Pass (Live),Mason Mount,Pass (Live),0,Away,110,0.11905372142791748
2021-11-20,Chelsea,1,46,Reece James,Blocked,22,Right Foot,Free kick,Kai Havertz,Fouled,Edouard Mendy,Pass (Live),1,Away,110,0.10499846190214156
2021-11-20,Chelsea,1,46,Trevoh Chalobah,Wayward,27,Right Foot,Half volley,Reece James,Shot,,,1,Away,110,0.01135903038084507
2021-11-20,Chelsea,2,53,Ben Chilwell,Saved,18,Left Foot,,Callum Hudson-Odoi,Pass (Live),Callum Hudson-Odoi,Dribble,0,Away,110,0.0779123604297638
2021-11-20,Chelsea,2,55,Callum Hudson-Odoi,Saved,16,Right Foot,Half volley,,,,,0,Away,110,0.07767140865325928
2021-11-20,Leicester City,2,58,James Maddison,Saved,27,Left Foot,,Marc Albrighton,Pass (Dead),,,0,Home,110,0.009345616213977335
2021-11-20,Chelsea,2,61,Callum Hudson-Odoi,Off Target,14,Right Foot,,Callum Hudson-Odoi,Dribble,Antonio Rüdiger,Pass (Live),0,Away,110,0.11661579459905624
2021-11-20,Leicester City,2,63,Daniel Amartey,Saved,33,Right Foot,,,,,,0,Home,110,0.009849830530583858
2021-11-20,Leicester City,2,65,Jamie Vardy,Off Target,5,Head,,James Maddison,Pass (Live),Kelechi Iheanacho,Pass (Live),0,Home,110,0.4661714434623718
2021-11-20,Chelsea,2,68,Christian Pulisic,Off Target,6,Right Foot,Half volley,Hakim Ziyech,Pass (Live),Jorginho,Pass (Live),0,Away,110,0.1380356252193451
2021-11-20,Chelsea,2,71,Christian Pulisic,Goal,4,Right Foot,,Hakim Ziyech,Pass (Live),Hakim Ziyech,Dribble,0,Away,110,0.7255551815032959
2021-11-20,Chelsea,2,73,Hakim Ziyech,Blocked,16,Left Foot,,Reece James,Pass (Live),N'Golo Kanté,Pass (Live),0,Away,110,0.1269514411687851
2021-11-20,Leicester City,2,82,James Maddison,Saved,27,Left Foot,Deflected,Kiernan Dewsbury Hall,Pass (Live),Kelechi Iheanacho,Pass (Live),0,Home,110,0.014137303456664084
2021-11-20,Chelsea,2,88,Ben Chilwell,Off Target,26,Left Foot,,Christian Pulisic,Pass (Live),Trevoh Chalobah,Pass (Live),0,Away,110,0.031683437526226044
2021-11-20,West Ham,1,5,Jarrod Bowen,Blocked,28,Left Foot,,Saïd Benrahma,Tackle,,,0,Away,111,0.017345556989312172
2021-11-20,West Ham,1,12,Jarrod Bowen,Off Target,9,Head,,Aaron Cresswell,Pass (Live),Jarrod Bowen,Pass (Live),0,Away,111,0.08885263651609421
2021-11-20,West Ham,1,13,Tomáš Souček,Saved,25,Right Foot,,Michail Antonio,Pass (Live),,,0,Away,111,0.03899330273270607
2021-11-20,Wolves,1,20,Rúben Neves,Saved,33,Right Foot,,,,,,0,Home,111,0.012138708494603634
